"Fecha","Hora","Demanda (MW)","Generación (MW)","Pronóstico (MW)"
"2020/02/01","7","5286.25","9470.67","5417.83"
"2020/02/01","8","5477.33","9370.00","5540.25"
"2020/02/01","9","5461.83","9058.33","5659.00"
"2020/02/01","10","5496.25","9932.75","5750.58"
"2020/02/01","11","5528.42","10031.08","5785.50"
"2020/02/01","12","5452.00","9846.42","5801.75"
"2020/02/01","13","5322.33","9809.83","5795.67"
"2020/02/01","14","5092.83","9213.08","5775.75"
"2020/02/01","15","5118.17","9109.50","5744.67"
"2020/02/01","16","5282.75","9486.75","5715.42"
"2020/02/01","17","5226.17","9844.83","5681.83"
"2020/02/01","18","5305.25","10006.42","5636.83"
"2020/02/01","19","5463.58","10286.08","5600.00"
"2020/02/01","20","5393.00","10435.25","5629.08"
"2020/02/01","21","5315.83","10423.00","5605.42"
"2020/02/01","22","5113.08","10284.08","5513.17"
"2020/02/01","23","4990.50","9542.00","5431.67"
"2020/02/02","0","4924.42","8968.92","452.08"
"2020/02/02","1","4786.58","8773.17","4877.58"
"2020/02/02","2","4668.75","8601.75","5216.83"
"2020/02/02","3","4619.75","8404.42","5103.42"
"2020/02/02","4","4533.67","8289.83","5035.42"
"2020/02/02","5","4608.17","8285.08","4999.75"
"2020/02/02","6","4525.75","8493.42","5022.67"
"2020/02/02","7","4572.75","8637.00","5139.58"
"2020/02/02","8","4572.92","8518.00","5201.33"
"2020/02/02","9","4589.17","8371.50","5324.25"
"2020/02/02","10","4622.67","8495.58","5421.67"
"2020/02/02","11","4714.17","8450.83","5481.17"
"2020/02/02","12","4711.33","8305.75","5494.17"
"2020/02/02","13","4719.50","8283.08","5451.92"
"2020/02/02","14","4658.17","8245.42","5372.83"
"2020/02/02","15","4633.50","8575.83","5241.33"
"2020/02/02","16","4653.58","8960.42","5134.67"
"2020/02/02","17","4812.42","9133.17","5093.00"
"2020/02/02","18","4813.58","9948.92","5129.42"
"2020/02/02","19","4990.50","10799.50","5317.25"
"2020/02/02","20","5020.17","10665.50","5360.58"
"2020/02/02","21","4832.83","9892.83","5337.33"
"2020/02/02","22","4702.75","9539.17","5228.67"
"2020/02/02","23","4597.42","9048.92","5054.92"
"2020/02/03","0","4568.83","8783.25","420.00"
"2020/02/03","1","4469.75","8500.00","4276.25"
"2020/02/03","2","4392.67","8312.58","4528.42"
"2020/02/03","3","4361.00","8403.00","4397.75"
"2020/02/03","4","4378.33","8417.75","4321.92"
"2020/02/03","5","4323.58","8322.58","4271.08"
"2020/02/03","6","4324.25","8610.00","4245.92"
"2020/02/03","7","4446.92","8756.83","4237.58"
"2020/02/03","8","4407.75","8908.25","4236.08"
"2020/02/03","9","4630.17","9158.75","4277.25"
"2020/02/03","10","4814.58","9932.67","4317.67"
"2020/02/03","11","4830.25","10159.25","4377.83"
"2020/02/03","12","4894.00","10009.91","4453.00"
"2020/02/03","13","4923.67","10144.92","4484.75"
"2020/02/03","14","4946.17","10160.17","4496.17"
"2020/02/03","15","4940.83","10157.00","4483.25"
"2020/02/03","16","4911.67","10203.17","4448.08"
"2020/02/03","17","4913.08","10218.92","4452.33"
"2020/02/03","18","5039.42","10323.00","4508.00"
"2020/02/03","19","5190.83","10426.33","4740.33"
"2020/02/03","20","5244.50","10465.17","4933.33"
"2020/02/03","21","5228.00","10479.33","4976.50"
"2020/02/03","22","5210.50","10461.08","4899.25"
"2020/02/03","23","5114.58","10297.58","4756.33"
"2020/02/04","0","4940.17","9927.33","395.33"
"2020/02/04","1","4818.92","9734.58","4003.08"
"2020/02/04","2","4815.67","9349.17","4266.17"
"2020/02/04","3","4734.00","9334.50","4213.92"
"2020/02/04","4","4740.25","9158.08","4191.75"
"2020/02/04","5","4944.75","9392.83","4196.42"
"2020/02/04","6","5275.50","10517.08","4193.33"
"2020/02/04","7","5598.75","10764.00","4230.58"
"2020/02/04","8","5804.08","11209.75","4301.83"
"2020/02/04","9","5953.67","11300.17","4396.00"
"2020/02/04","10","6047.83","11057.75","4509.42"
"2020/02/04","11","6045.42","11044.75","4647.33"
"2020/02/04","12","6140.17","11222.33","4720.67"
"2020/02/04","13","6124.50","11078.42","4772.42"
"2020/02/04","14","6107.75","11105.42","4795.25"
"2020/02/04","15","6062.50","11085.42","4783.25"
"2020/02/04","16","6147.20","11038.80","4778.00"
"2020/02/04","17","5997.63","11276.88","4758.00"
"2020/02/04","18","6090.92","11486.17","4778.83"
"2020/02/04","19","6098.50","11563.50","5024.08"
"2020/02/04","20","6103.50","11588.67","5257.75"
"2020/02/04","21","6001.33","11634.83","5270.58"
"2020/02/04","22","5895.92","11371.92","5225.08"
"2020/02/04","23","5729.50","11113.50","5069.75"
"2020/02/05","0","5571.00","11128.64","459.64"
"2020/02/05","1","5470.33","10831.58","4367.00"
"2020/02/05","2","5332.08","10283.25","4653.08"
"2020/02/05","3","5260.67","9934.92","4584.33"
"2020/02/05","4","5327.75","9799.83","4541.42"
"2020/02/05","5","5332.00","10200.17","4563.67"
"2020/02/05","6","5487.50","10756.67","4686.08"
"2020/02/05","7","5604.00","11085.00","4983.00"
"2020/02/05","8","5747.67","11002.33","5229.00"
"2020/02/05","9","5763.08","10770.08","5414.00"
"2020/02/05","10","5822.50","10686.75","5583.00"
"2020/02/05","11","5815.58","10671.58","5707.00"
"2020/02/05","12","5847.42","10617.92","5840.75"
"2020/02/05","13","5905.50","10627.75","5963.83"
"2020/02/05","14","5912.08","10725.00","6051.00"
"2020/02/05","15","5947.08","10686.83","6117.58"
"2020/02/05","16","5966.42","10571.92","6143.17"
"2020/02/05","17","5910.83","10749.08","6116.58"
"2020/02/05","18","6025.83","11481.08","6020.50"
"2020/02/05","19","6066.58","11752.58","5935.92"
"2020/02/05","20","6094.58","11869.50","5962.92"
"2020/02/05","21","5980.00","11771.25","5913.75"
"2020/02/05","22","5861.92","11516.42","5818.25"
"2020/02/05","23","5850.75","11282.08","5697.25"
"2020/02/06","0","5636.42","11018.58","473.92"
"2020/02/06","1","5502.42","10597.83","4850.08"
"2020/02/06","2","5400.50","10351.50","5161.75"
"2020/02/06","3","5345.17","10240.00","5028.08"
"2020/02/06","4","5368.42","10273.00","4961.08"
"2020/02/06","5","5510.83","10664.08","4960.58"
"2020/02/06","6","5756.67","11328.42","5039.83"
"2020/02/06","7","5952.83","11290.33","5253.25"
"2020/02/06","8","6233.00","11263.67","5443.42"
"2020/02/06","9","6181.42","10949.08","5595.58"
"2020/02/06","10","6160.33","10319.00","5734.50"
"2020/02/06","11","6130.92","10446.00","5826.67"
"2020/02/06","12","5914.42","10172.33","5890.83"
"2020/02/06","13","5704.25","10221.67","5931.75"
"2020/02/06","14","5699.00","10052.08","5957.92"
"2020/02/06","15","5704.83","10071.17","5969.17"
"2020/02/06","16","5665.92","9956.75","5984.75"
"2020/02/06","17","5699.00","10068.58","5959.42"
"2020/02/06","18","5810.25","10679.17","5997.33"
"2020/02/06","19","5910.08","10921.17","5920.33"
"2020/02/06","20","5939.42","11099.50","5954.25"
"2020/02/06","21","5952.42","11209.50","5793.92"
"2020/02/06","22","5831.83","11364.50","5696.50"
"2020/02/06","23","5852.08","11437.75","5552.42"
"2020/02/07","0","5610.92","10901.33","461.67"
"2020/02/07","1","5533.75","10125.92","4845.50"
"2020/02/07","2","5526.25","9942.83","5194.33"
"2020/02/07","3","5442.58","9884.75","5109.92"
"2020/02/07","4","5370.50","9850.83","5069.08"
"2020/02/07","5","5531.08","9985.08","5078.83"
"2020/02/07","6","5782.58","10623.75","5176.25"
"2020/02/07","7","5950.67","11249.58","5449.00"
"2020/02/07","8","6044.25","11244.25","5637.08"
"2020/02/07","9","6086.42","10764.92","5755.33"
"2020/02/07","10","6055.33","10397.67","5818.17"
"2020/02/07","11","6062.08","10013.92","5844.00"
"2020/02/07","12","6031.50","10024.17","5858.83"
"2020/02/07","13","6067.33","10180.67","5855.42"
"2020/02/07","14","6071.33","10222.42","5847.67"
"2020/02/07","15","6060.50","10537.58","5833.25"
"2020/02/07","16","6108.67","10586.67","5817.33"
"2020/02/07","17","5919.08","10659.00","5774.75"
"2020/02/07","18","5983.75","10877.67","5748.08"
"2020/02/07","19","5950.67","11114.17","5740.50"
"2020/02/07","20","5882.50","11023.33","5795.92"
"2020/02/07","21","5771.42","11014.50","5797.33"
"2020/02/07","22","5593.83","10847.33","5742.00"
"2020/02/07","23","5612.00","10601.25","5657.25"
"2020/02/08","0","5400.17","10235.42","470.83"
"2020/02/08","1","5316.33","9715.67","5053.58"
"2020/02/08","2","5328.42","9427.83","5351.67"
"2020/02/08","3","5225.42","9254.08","5237.08"
"2020/02/08","4","5201.75","9475.92","5188.58"
"2020/02/08","5","5173.17","9478.33","5192.33"
"2020/02/08","6","5253.42","9490.17","5275.50"
"2020/02/08","7","5206.33","9531.67","5482.83"
"2020/02/08","8","5389.33","9476.75","5713.67"
"2020/02/08","9","5595.42","9570.58","5865.00"
"2020/02/08","10","5586.92","9834.67","5913.67"
"2020/02/08","11","5685.92","10364.50","5916.08"
"2020/02/08","12","5673.75","10574.08","5911.42"
"2020/02/08","13","5742.50","11000.25","5872.50"
"2020/02/08","14","5587.83","10638.92","5839.67"
"2020/02/08","15","5523.33","10530.17","5808.58"
"2020/02/08","16","5514.33","10224.42","5769.33"
"2020/02/08","17","5494.17","9936.75","5757.75"
"2020/02/08","18","5506.33","10602.42","5708.42"
"2020/02/08","19","5734.75","10967.58","5689.33"
"2020/02/08","20","5746.00","10836.58","5707.25"
"2020/02/08","21","5564.42","10869.58","5696.17"
"2020/02/08","22","5372.83","10762.58","5658.33"
"2020/02/08","23","5157.83","10248.50","5589.58"
"2020/02/09","0","5041.00","9735.50","930.67"
"2020/02/09","1","4945.25","9324.33","4827.17"
"2020/02/09","2","4807.00","9308.67","5119.33"
"2020/02/09","3","4756.00","9240.33","5016.17"
"2020/02/09","4","4718.25","9115.50","4931.00"
"2020/02/09","5","4732.58","9090.75","4899.25"
"2020/02/09","6","4658.33","8845.83","4925.33"
"2020/02/09","7","4656.00","8833.00","5008.92"
"2020/02/09","8","4604.08","8688.75","5106.75"
"2020/02/09","9","4796.58","8349.83","5219.50"
"2020/02/09","10","4871.75","8311.42","5337.17"
"2020/02/09","11","4916.25","8502.50","5387.33"
"2020/02/09","12","5021.00","8749.75","5406.58"
"2020/02/09","13","5085.58","9091.33","5394.25"
"2020/02/09","14","5096.17","9200.92","5337.08"
"2020/02/09","15","5142.67","9641.50","5248.58"
"2020/02/09","16","5198.33","10040.83","5170.42"
"2020/02/09","17","5232.08","9890.33","5131.00"
"2020/02/09","18","5311.33","11167.08","5161.00"
"2020/02/09","19","5549.17","11846.75","5294.17"
"2020/02/09","20","5645.58","11728.33","5376.58"
"2020/02/09","21","5629.50","11499.83","5354.58"
"2020/02/09","22","5434.83","11253.25","5246.58"
"2020/02/09","23","5363.08","10492.67","5076.58"
"2020/02/10","0","5224.25","9969.83","421.83"
"2020/02/10","1","5108.17","9474.50","4268.00"
"2020/02/10","2","4984.83","9342.42","4519.42"
"2020/02/10","3","5012.17","9285.25","4418.08"
"2020/02/10","4","5040.58","9389.25","4313.75"
"2020/02/10","5","5082.75","9623.67","4283.00"
"2020/02/10","6","5452.58","11085.42","4270.92"
"2020/02/10","7","5759.83","11448.33","4250.75"
"2020/02/10","8","5977.50","11529.60","4209.40"
"2020/02/10","9","6016.83","11525.33","4228.33"
"2020/02/10","17","6639.33","12243.56","4634.00"
"2020/02/10","18","6571.17","12104.50","4638.17"
"2020/02/10","20","6457.00","12459.00","5225.00"
"2020/02/10","21","6416.08","12475.67","5255.25"
"2020/02/10","22","6331.50","12196.58","5198.42"
"2020/02/10","23","6224.83","12074.58","5028.92"
"2020/02/11","0","6093.75","11939.08","835.67"
"2020/02/11","1","5885.58","11638.00","4446.75"
"2020/02/11","2","5651.67","11240.67","4744.67"
"2020/02/11","3","5622.92","10923.67","4656.17"
"2020/02/11","4","5578.00","10837.58","4611.42"
"2020/02/11","5","5654.42","11086.50","4643.75"
"2020/02/11","6","5769.58","11340.58","4804.67"
"2020/02/11","7","6088.33","11518.08","5154.50"
"2020/02/11","8","6190.75","11428.67","5416.00"
"2020/02/11","9","6374.20","11478.60","5622.40"
"2020/02/11","10","6462.20","11127.20","5784.00"
"2020/02/11","11","6473.33","11373.83","5886.67"
"2020/02/11","12","6505.50","11627.50","5975.75"
"2020/02/11","13","6546.00","11606.92","6038.00"
"2020/02/11","14","6568.75","11491.17","6083.33"
"2020/02/11","15","6393.08","11271.75","6128.25"
"2020/02/11","16","6313.58","11131.58","6153.08"
"2020/02/11","17","6192.83","11201.00","6155.92"
"2020/02/11","18","6206.75","11631.33","6052.42"
"2020/02/11","19","6164.58","11968.83","5958.00"
"2020/02/11","20","6117.58","11895.42","6061.08"
"2020/02/11","21","6063.50","11510.00","6040.83"
"2020/02/11","22","5973.92","11303.92","5941.75"
"2020/02/11","23","5884.42","11166.67","5818.42"
"2020/02/12","0","5763.17","11262.25","484.00"
"2020/02/12","1","5502.50","10797.17","5203.00"
"2020/02/12","2","5172.50","10179.25","5540.33"
"2020/02/12","3","5063.08","9927.67","5407.92"
"2020/02/12","4","5363.50","9697.33","5343.83"
"2020/02/12","5","5687.00","9941.42","5310.58"
"2020/02/12","6","5900.92","10458.33","5410.67"
"2020/02/12","7","5963.33","10781.33","5589.58"
"2020/02/12","8","6090.75","10964.67","5740.67"
"2020/02/12","9","6183.33","11015.67","5879.50"
"2020/02/12","10","6262.92","11103.67","6008.33"
"2020/02/12","11","6260.08","11418.75","6073.08"
"2020/02/12","12","6325.00","11471.58","6117.42"
"2020/02/12","13","6212.92","11072.17","6159.50"
"2020/02/12","14","6297.42","10763.92","6193.25"
"2020/02/12","15","6211.33","11101.33","6209.33"
"2020/02/12","16","6111.00","11334.67","6213.83"
"2020/02/12","17","6034.17","11368.33","6192.00"
"2020/02/12","18","6090.67","11585.67","6087.33"
"2020/02/12","19","6089.08","11910.75","5951.50"
"2020/02/12","20","6094.67","11886.42","5963.83"
"2020/02/12","21","5954.08","11587.75","5945.83"
"2020/02/12","22","5922.92","11329.50","5864.25"
"2020/02/12","23","5902.25","11168.17","5780.00"
"2020/02/13","0","5746.92","11030.00","481.08"
"2020/02/13","1","5594.75","10920.75","5116.83"
"2020/02/13","2","5482.25","10521.08","5469.25"
"2020/02/13","3","5394.08","10345.00","5354.50"
"2020/02/13","4","5436.83","10362.67","5318.42"
"2020/02/13","5","5573.50","10881.08","5316.92"
"2020/02/13","6","5738.67","11531.58","5392.17"
"2020/02/13","7","5905.50","11624.00","5707.00"
"2020/02/13","8","5941.50","11271.67","5881.67"
"2020/02/13","9","5978.50","10969.00","5922.50"
"2020/02/13","10","6044.92","10800.75","5996.50"
"2020/02/13","11","6103.75","10870.67","6073.58"
"2020/02/13","12","6015.08","10741.75","6109.33"
"2020/02/13","13","6053.83","10728.83","6119.33"
"2020/02/13","14","6078.25","10574.92","6131.92"
"2020/02/13","15","6082.92","10406.42","6137.58"
"2020/02/13","16","5952.00","10193.58","6122.42"
"2020/02/13","17","5844.00","10409.50","6082.50"
"2020/02/13","18","5776.58","10668.08","5994.67"
"2020/02/13","19","5799.75","11165.00","5954.92"
"2020/02/13","20","5933.42","11289.08","5996.00"
"2020/02/13","21","5885.67","11146.17","5971.58"
"2020/02/13","22","5890.92","10834.25","5883.75"
"2020/02/13","23","5904.58","10476.58","5774.25"
"2020/02/14","0","5727.58","9914.33","480.42"
"2020/02/14","1","5537.17","9583.50","5082.00"
"2020/02/14","2","5442.92","9258.83","5430.33"
"2020/02/14","3","5407.92","9357.83","5310.92"
"2020/02/14","4","5395.08","9410.42","5253.33"
"2020/02/14","5","5544.83","9670.50","5280.17"
"2020/02/14","6","5837.83","10727.17","5373.75"
"2020/02/14","7","5987.58","11070.83","5775.25"
"2020/02/14","8","6067.58","10843.75","5943.92"
"2020/02/14","9","6116.42","10529.83","5951.42"
"2020/02/14","10","6191.92","9814.25","5996.83"
"2020/02/14","11","6239.67","9665.67","6013.83"
"2020/02/14","12","6265.33","10046.25","6015.92"
"2020/02/14","13","6207.92","10379.00","6004.08"
"2020/02/14","14","6197.33","10353.08","5993.83"
"2020/02/14","15","6146.92","10275.17","5972.83"
"2020/02/14","16","6166.92","10745.33","5946.25"
"2020/02/14","17","6081.75","11014.92","5897.25"
"2020/02/14","18","5878.00","11446.67","5911.33"
"2020/02/14","19","6042.17","11646.08","5929.50"
"2020/02/14","20","6008.25","11735.83","5959.42"
"2020/02/14","21","5873.08","11729.92","5898.75"
"2020/02/14","22","5752.92","11447.83","5813.25"
"2020/02/14","23","5849.00","11327.42","5719.83"
"2020/02/15","0","5697.08","10928.00","476.00"
"2020/02/15","1","5561.42","10782.42","4952.75"
"2020/02/15","2","5446.58","10448.83","5297.58"
"2020/02/15","3","5301.17","10198.25","5207.33"
"2020/02/15","4","5341.08","10288.50","5157.83"
"2020/02/15","5","5416.50","10415.42","5181.50"
"2020/02/15","6","5378.17","10681.83","5316.92"
"2020/02/15","7","5454.92","10881.75","5584.75"
"2020/02/15","8","5614.08","10921.50","5700.58"
"2020/02/15","9","5782.83","10734.17","5792.42"
"2020/02/15","10","5851.67","10377.58","5862.33"
"2020/02/15","11","5794.83","10420.33","5886.33"
"2020/02/15","12","5755.67","10455.75","5897.17"
"2020/02/15","13","5706.58","10513.83","5901.67"
"2020/02/15","14","5591.25","10219.08","5893.75"
"2020/02/15","15","5517.58","10237.83","5871.92"
"2020/02/15","16","5421.42","10398.25","5876.42"
"2020/02/15","17","5258.00","10571.08","5833.92"
"2020/02/15","18","5365.50","11255.08","5783.25"
"2020/02/15","19","5590.75","11633.67","5787.25"
"2020/02/15","20","5561.17","11460.75","5858.83"
"2020/02/15","21","5320.58","11353.50","5788.67"
"2020/02/15","22","5225.75","11195.50","5717.75"
"2020/02/15","23","5112.42","10734.50","5647.83"
"2020/02/16","0","4934.33","10149.42","469.58"
"2020/02/16","1","4850.67","9462.08","4957.33"
"2020/02/16","2","4581.08","9100.58","5297.08"
"2020/02/16","3","4482.08","8669.42","5185.25"
"2020/02/16","4","4538.42","8446.00","5131.08"
"2020/02/16","5","4583.58","8281.00","5126.08"
"2020/02/16","6","4664.92","8150.83","5169.08"
"2020/02/16","7","4627.50","8266.00","5251.83"
"2020/02/16","8","4584.58","8171.92","5317.67"
"2020/02/16","9","4737.67","8056.75","5403.67"
"2020/02/16","10","4807.17","8047.50","5480.67"
"2020/02/16","11","4854.17","8584.00","5496.17"
"2020/02/16","12","4872.42","8568.42","5512.58"
"2020/02/16","13","4824.58","8524.58","5481.92"
"2020/02/16","14","4890.17","8639.08","5419.42"
"2020/02/16","15","4931.08","8616.00","5322.33"
"2020/02/16","16","4980.92","8685.08","5251.67"
"2020/02/16","17","5022.17","8766.17","5245.08"
"2020/02/16","18","5113.75","9883.58","5269.75"
"2020/02/16","19","5495.00","11159.67","5426.00"
"2020/02/16","20","5473.75","11311.67","5566.50"
"2020/02/16","21","5437.17","11280.50","5554.17"
"2020/02/16","22","5296.33","11050.50","5426.42"
"2020/02/16","23","5075.08","10234.58","5242.67"
"2020/02/17","0","5019.58","9551.33","435.58"
"2020/02/17","1","4926.75","9314.25","4433.92"
"2020/02/17","2","4826.50","9224.42","4706.83"
"2020/02/17","3","4818.08","9026.58","4585.92"
"2020/02/17","4","4867.67","8957.75","4507.25"
"2020/02/17","5","4989.50","9154.67","4482.67"
"2020/02/17","6","5404.50","10210.92","4471.83"
"2020/02/17","7","5623.08","10726.67","4468.50"
"2020/02/17","8","5931.08","10709.42","4473.50"
"2020/02/17","9","6096.67","10803.92","4500.58"
"2020/02/17","10","6240.92","10995.67","4561.67"
"2020/02/17","11","6335.33","11251.58","4604.58"
"2020/02/17","12","6493.33","11643.17","4642.83"
"2020/02/17","13","6508.83","11677.42","4676.25"
"2020/02/17","14","6551.25","11593.50","4694.58"
"2020/02/17","15","6525.25","12019.83","4700.58"
"2020/02/17","16","6564.42","12025.42","4680.83"
"2020/02/17","17","6379.75","12109.08","4733.08"
"2020/02/17","18","6269.25","12069.67","4762.75"
"2020/02/17","19","6414.50","12251.42","4865.83"
"2020/02/17","20","6279.08","12119.00","5171.08"
"2020/02/17","21","6303.33","12015.75","5279.58"
"2020/02/17","22","6236.67","11767.75","5185.25"
"2020/02/17","23","6067.67","11618.42","5064.17"
"2020/02/18","0","5871.75","11294.42","421.17"
"2020/02/18","1","5734.17","10655.17","4355.08"
"2020/02/18","2","5686.33","10163.92","4681.33"
"2020/02/18","3","5555.17","10287.75","4619.17"
"2020/02/18","4","5535.50","10408.25","4584.17"
"2020/02/18","5","5636.25","10706.08","4617.75"
"2020/02/18","6","5697.67","11050.58","4724.58"
"2020/02/18","7","5933.75","11081.25","5078.67"
"2020/02/18","8","6095.83","11083.00","5386.83"
"2020/02/18","9","6275.83","11330.67","5609.08"
"2020/02/18","10","6355.42","11509.08","5786.50"
"2020/02/18","11","6549.75","11679.75","5920.17"
"2020/02/18","12","6674.42","11708.17","6046.50"
"2020/02/18","13","6490.67","11622.25","6139.50"
"2020/02/18","14","6867.33","11759.58","6227.67"
"2020/02/18","15","6823.75","11907.67","6290.00"
"2020/02/18","16","6834.17","12113.08","6323.42"
"2020/02/18","17","6754.25","12403.17","6343.42"
"2020/02/18","18","6735.00","12621.08","6246.00"
"2020/02/18","19","6712.67","12618.67","6189.33"
"2020/02/18","20","6647.33","12334.25","6227.17"
"2020/02/18","21","6541.33","12037.33","6178.75"
"2020/02/18","22","6412.17","11730.42","6081.42"
"2020/02/18","23","6307.67","11359.17","5972.17"
"2020/02/19","0","5974.75","11147.08","496.92"
"2020/02/19","1","5917.92","10709.92","5170.00"
"2020/02/19","2","5735.58","10285.50","5507.08"
"2020/02/19","3","5594.58","9992.25","5368.50"
"2020/02/19","4","5614.75","9844.25","5310.25"
"2020/02/19","5","5672.33","10285.50","5330.75"
"2020/02/19","6","5819.67","10761.50","5388.92"
"2020/02/19","7","5946.83","10815.58","5620.42"
"2020/02/19","8","6039.75","10780.33","5779.42"
"2020/02/19","9","6151.67","10711.92","5916.67"
"2020/02/19","10","6295.58","10779.92","6061.83"
"2020/02/19","11","6317.18","10533.45","6164.91"
"2020/02/19","12","6323.75","10667.08","6278.50"
"2020/02/19","13","6344.08","11021.75","6362.25"
"2020/02/19","14","6407.83","11308.92","6434.08"
"2020/02/19","15","6336.75","11393.67","6489.50"
"2020/02/19","16","6331.33","11391.25","6524.25"
"2020/02/19","17","6204.08","11538.42","6517.83"
"2020/02/19","18","6209.75","11749.42","6413.33"
"2020/02/19","19","6223.83","11682.58","6306.83"
"2020/02/19","20","6167.67","11451.75","6309.92"
"2020/02/19","21","6068.00","11345.83","6248.67"
"2020/02/19","22","5992.92","11108.17","6153.17"
"2020/02/19","23","5855.67","10822.50","6036.83"
"2020/02/20","0","5725.50","10352.25","502.25"
"2020/02/20","1","5450.67","9957.17","5303.83"
"2020/02/20","2","5517.58","9372.92","5640.25"
"2020/02/20","3","5379.00","9280.25","5515.17"
"2020/02/20","4","5399.83","9445.42","5424.33"
"2020/02/20","5","5426.75","9904.50","5418.83"
"2020/02/20","6","5662.83","10593.00","5478.58"
"2020/02/20","7","5853.17","10787.67","5681.08"
"2020/02/20","8","5943.42","11035.33","5754.00"
"2020/02/20","9","6134.58","11171.25","5861.67"
"2020/02/20","10","6235.92","11223.25","5950.75"
"2020/02/20","11","6219.42","11369.00","6020.33"
"2020/02/20","12","6185.92","11212.92","6068.17"
"2020/02/20","13","6309.17","11110.42","6105.92"
"2020/02/20","14","6291.17","11101.58","6109.00"
"2020/02/20","15","6248.42","11190.42","6096.17"
"2020/02/20","16","6281.75","11439.42","6092.25"
"2020/02/20","17","6126.75","11713.08","6068.17"
"2020/02/20","18","6110.67","11762.08","6029.33"
"2020/02/20","19","6154.58","11863.58","6121.33"
"2020/02/20","20","6096.00","11915.00","6159.33"
"2020/02/20","21","6062.08","11833.67","6019.00"
"2020/02/20","22","5995.25","11782.42","5921.67"
"2020/02/20","23","5933.67","11840.42","5814.08"
"2020/02/21","0","5677.00","11057.67","483.75"
"2020/02/21","1","5558.75","10226.67","4515.83"
"2020/02/21","2","5591.08","10185.75","5322.33"
"2020/02/21","3","5422.75","9891.42","5216.33"
"2020/02/21","4","5532.25","9701.00","5148.58"
"2020/02/21","5","5596.58","10029.42","5155.00"
"2020/02/21","6","5684.33","11010.25","5235.75"
"2020/02/21","7","5923.00","11361.33","5475.83"
"2020/02/21","8","6116.42","11654.58","5677.58"
"2020/02/21","9","6282.08","11645.75","5805.83"
"2020/02/21","10","6314.67","11699.17","5915.92"
"2020/02/21","11","6375.75","11550.42","5947.92"
"2020/02/21","12","6288.83","11455.67","5969.25"
"2020/02/21","13","6358.25","11499.25","5964.58"
"2020/02/21","14","6354.83","11394.67","5955.75"
"2020/02/21","15","6197.17","11490.25","5948.58"
"2020/02/21","16","6202.08","11429.08","5937.92"
"2020/02/21","17","6062.50","11470.83","5915.00"
"2020/02/21","18","5965.50","11526.92","5880.92"
"2020/02/21","19","6170.58","11616.08","5893.83"
"2020/02/21","20","6156.25","11448.50","5920.83"
"2020/02/21","21","6133.50","11314.00","5885.42"
"2020/02/21","22","6068.42","11187.33","5795.83"
"2020/02/21","23","6025.50","11132.67","5693.58"
"2020/02/22","0","5885.92","11129.83","473.75"
"2020/02/22","1","5700.17","10785.75","4541.67"
"2020/02/22","2","5626.42","10105.00","5326.25"
"2020/02/22","3","5452.58","9589.58","5205.92"
"2020/02/22","4","5393.92","9604.33","5141.00"
"2020/02/22","5","5553.33","10111.58","5169.92"
"2020/02/22","6","5584.42","10750.00","5283.00"
"2020/02/22","7","5659.58","10875.50","5811.83"
"2020/02/22","8","5806.42","10706.25","6054.25"
"2020/02/22","9","5953.50","10702.17","5892.33"
"2020/02/22","10","5957.83","10451.75","5984.17"
"2020/02/22","11","5960.33","10201.08","6003.17"
"2020/02/22","12","5885.17","10324.25","6017.75"
"2020/02/22","13","5720.75","10563.92","5999.75"
"2020/02/22","14","5625.50","10466.33","5967.75"
"2020/02/22","15","5578.00","10368.83","5934.75"
"2020/02/22","16","5557.25","10571.25","5913.67"
"2020/02/22","17","5528.42","11043.00","5874.42"
"2020/02/22","18","5552.58","11375.75","5833.42"
"2020/02/22","19","5730.67","11335.08","5824.50"
"2020/02/22","20","5743.50","11377.42","5865.25"
"2020/02/22","21","5601.58","11320.17","5836.92"
"2020/02/22","22","5380.00","11288.75","5729.50"
"2020/02/22","23","5124.83","10643.33","5626.50"
"2020/02/23","0","4929.92","9631.58","468.17"
"2020/02/23","1","4724.75","9407.50","5060.92"
"2020/02/23","2","4663.00","9372.17","5369.75"
"2020/02/23","3","4601.92","8847.00","5240.50"
"2020/02/23","4","4582.08","8675.00","5161.25"
"2020/02/23","5","4609.50","8697.92","5144.92"
"2020/02/23","6","4585.83","8740.83","5165.08"
"2020/02/23","7","4584.75","8605.25","5258.67"
"2020/02/23","8","4620.42","8424.92","5360.42"
"2020/02/23","9","4639.08","8163.17","5477.08"
"2020/02/23","10","4765.58","8114.58","5591.50"
"2020/02/23","11","4839.42","8071.75","5658.75"
"2020/02/23","12","4817.42","8068.00","5635.58"
"2020/02/23","13","4834.50","8206.50","5620.17"
"2020/02/23","14","4828.67","8252.08","5555.75"
"2020/02/23","15","4844.17","8310.67","5450.08"
"2020/02/23","16","4918.00","8655.25","5367.67"
"2020/02/23","17","4837.08","8885.92","5307.83"
"2020/02/23","18","5006.00","9790.67","5309.42"
"2020/02/23","19","5314.75","10537.75","5424.58"
"2020/02/23","20","5403.00","11230.17","5589.92"
"2020/02/23","21","5338.50","11317.67","5571.92"
"2020/02/23","22","5252.67","10734.75","5437.00"
"2020/02/23","23","5149.50","10219.67","5260.83"
