"Fecha","Hora","Demanda (MW)","Generación (MW)","Pronóstico (MW)"
"2020/03/17","9","6367.00","10494.92","5116.00"
"2020/03/17","10","6462.29","10519.86","5162.71"
"2020/03/17","19","6703.71","11829.00","5812.00"
"2020/03/17","20","6729.00","11830.25","6156.67"
"2020/03/17","21","6565.17","11715.58","6253.08"
"2020/03/17","22","6598.92","11750.08","6206.75"
"2020/03/17","23","6565.17","11601.33","6041.58"
"2020/03/18","0","6424.42","11726.92","502.25"
"2020/03/18","1","6300.50","11395.58","4939.92"
"2020/03/18","2","6159.50","11041.75","5247.83"
"2020/03/18","3","6074.58","10824.25","5132.33"
"2020/03/18","4","6049.00","10729.33","5069.83"
"2020/03/18","5","6031.17","10797.83","5081.50"
"2020/03/18","6","6132.17","10856.08","5161.83"
"2020/03/18","7","6158.50","11069.58","5353.25"
"2020/03/18","8","6349.17","10898.75","5543.25"
"2020/03/18","9","6594.00","11248.92","5751.50"
"2020/03/18","10","6686.50","11511.83","5943.17"
"2020/03/18","11","6733.42","11670.08","6082.33"
"2020/03/18","12","6934.00","11787.33","6236.25"
"2020/03/18","13","7044.00","11892.83","6356.17"
"2020/03/18","14","7076.25","11861.58","6474.17"
"2020/03/18","15","7143.83","11894.00","6539.92"
"2020/03/18","16","7109.08","11956.42","6560.58"
"2020/03/18","17","6984.67","12135.08","6531.75"
"2020/03/18","18","6780.75","12378.42","6386.92"
"2020/03/18","19","6771.42","12383.08","6205.33"
"2020/03/18","20","6776.25","12242.25","6302.75"
"2020/03/18","21","6690.25","12147.42","6251.58"
"2020/03/18","22","6764.33","12081.08","6170.83"
"2020/03/18","23","6724.50","11738.25","6077.83"
"2020/03/19","0","6561.58","11262.33","505.83"
"2020/03/19","1","6339.58","11021.17","5423.00"
"2020/03/19","2","6133.50","10922.58","5689.58"
"2020/03/19","3","6107.17","11107.42","5517.75"
"2020/03/19","4","6060.00","11095.08","5459.08"
"2020/03/19","5","6048.08","11134.33","5464.17"
"2020/03/19","6","6088.42","11081.83","5524.17"
"2020/03/19","7","6130.00","11028.50","5645.08"
"2020/03/19","8","6505.50","10740.83","5808.08"
"2020/03/19","9","6650.83","10920.42","6004.42"
"2020/03/19","10","6872.58","11041.58","6186.00"
"2020/03/19","11","7074.17","11492.08","6327.50"
"2020/03/19","12","7258.83","11620.42","6436.17"
"2020/03/19","13","7433.83","11787.33","6532.08"
"2020/03/19","14","7406.83","11810.83","6623.42"
"2020/03/19","15","7468.92","11876.50","6701.58"
"2020/03/19","16","7530.25","12272.50","6760.25"
"2020/03/19","17","7350.00","12281.25","6737.50"
"2020/03/19","18","7206.00","12536.25","6638.75"
"2020/03/19","19","7190.17","12616.92","6470.50"
"2020/03/19","20","7148.25","12562.25","6540.33"
"2020/03/19","21","7223.83","12343.25","6485.67"
"2020/03/19","22","7099.67","12314.25","6412.17"
"2020/03/19","23","7078.67","12206.42","6341.83"
"2020/03/20","0","6951.50","11868.92","528.00"
"2020/03/20","1","6782.42","11550.92","5847.42"
"2020/03/20","2","6632.42","11184.58","6203.92"
"2020/03/20","3","6494.08","11056.75","6062.42"
"2020/03/20","4","6358.25","10927.50","5942.83"
"2020/03/20","5","6275.25","11116.08","5897.25"
"2020/03/20","6","6324.67","11461.25","5946.25"
"2020/03/20","7","6486.92","11349.08","6039.92"
"2020/03/20","8","6661.42","10861.08","6151.58"
"2020/03/20","9","6903.25","10801.17","6351.67"
"2020/03/20","10","6973.08","11087.92","6530.33"
"2020/03/20","11","7071.92","11245.33","6664.17"
"2020/03/20","12","6955.50","11140.42","6786.83"
"2020/03/20","13","6952.17","11189.42","6907.92"
"2020/03/20","14","6895.08","11421.00","7012.42"
"2020/03/20","15","6661.75","11573.42","7109.92"
"2020/03/20","16","6620.92","11746.75","7162.92"
"2020/03/20","17","6455.33","11742.25","7165.17"
"2020/03/20","18","6394.25","11917.17","7049.50"
"2020/03/20","19","6398.83","11857.42","6868.50"
"2020/03/20","20","6356.83","11658.08","6872.25"
"2020/03/20","21","6212.00","11418.42","6841.00"
"2020/03/20","22","6175.00","11064.42","6794.67"
"2020/03/20","23","6244.25","11051.00","6736.50"
"2020/03/21","0","6084.67","10930.83","561.00"
"2020/03/21","1","5926.58","10777.42","5918.00"
"2020/03/21","2","5726.17","10809.08","6292.67"
"2020/03/21","3","5829.00","10826.83","6136.25"
"2020/03/21","4","5624.58","10330.58","6037.92"
"2020/03/21","5","5661.00","10511.67","5998.83"
"2020/03/21","6","5643.58","10811.08","6007.92"
"2020/03/21","7","5538.00","10902.58","6060.33"
"2020/03/21","8","5671.50","10959.25","6176.83"
"2020/03/21","9","5884.92","10905.08","6352.83"
"2020/03/21","10","5964.83","10860.33","6501.50"
"2020/03/21","11","6042.58","10792.50","6633.00"
"2020/03/21","12","5893.42","10674.75","6744.83"
"2020/03/21","13","5872.50","10746.33","6848.42"
"2020/03/21","14","5701.17","10452.00","6914.75"
"2020/03/21","15","5598.33","10482.50","6932.83"
"2020/03/21","16","5559.50","10546.75","6928.50"
"2020/03/21","17","5493.58","10786.08","6896.83"
"2020/03/21","18","5334.50","11085.50","6785.83"
"2020/03/21","19","5582.75","11408.83","6639.33"
"2020/03/21","20","5629.92","11562.75","6595.50"
"2020/03/21","21","5554.17","11458.33","6520.67"
"2020/03/21","22","5249.92","11090.83","6437.00"
"2020/03/21","23","5102.17","10533.75","6350.25"
"2020/03/22","0","4991.08","9955.67","528.58"
"2020/03/22","1","4904.58","9173.00","5545.83"
"2020/03/22","2","4707.25","8763.67","5902.42"
"2020/03/22","3","4670.75","8754.75","5795.50"
"2020/03/22","4","4568.50","8647.00","5699.92"
"2020/03/22","5","4495.08","8662.17","5641.17"
"2020/03/22","6","4415.17","8561.00","5636.00"
"2020/03/22","7","4362.58","8387.92","5624.50"
"2020/03/22","8","4418.92","8064.75","5687.08"
"2020/03/22","9","4583.17","7856.25","5832.33"
"2020/03/22","10","4727.25","7844.50","5967.83"
"2020/03/22","11","4882.42","8077.00","6049.58"
"2020/03/22","12","5113.17","8500.00","6088.08"
"2020/03/22","13","5079.92","8708.67","6105.67"
"2020/03/22","14","5090.25","8758.00","6079.50"
"2020/03/22","15","5032.50","9398.83","5968.83"
"2020/03/22","16","5102.33","9596.17","5872.83"
"2020/03/22","17","5081.83","9558.75","5824.17"
"2020/03/22","18","5196.33","9814.67","5858.17"
"2020/03/22","19","5496.92","10434.92","5881.25"
"2020/03/22","20","5581.00","10523.83","5982.92"
"2020/03/22","21","5527.50","10758.58","6024.08"
"2020/03/22","22","5515.83","11079.67","5884.92"
"2020/03/22","23","5408.42","10514.42","5631.83"
"2020/03/23","0","5280.42","9724.92","467.50"
"2020/03/23","1","5136.92","9339.75","4478.83"
"2020/03/23","2","5015.58","9039.33","4777.83"
"2020/03/23","3","5006.25","8887.92","4696.50"
"2020/03/23","4","5061.50","8970.25","4620.33"
"2020/03/23","5","5125.17","9136.75","4581.00"
"2020/03/23","6","5334.75","9847.33","4575.25"
"2020/03/23","7","5611.17","10055.42","4596.08"
"2020/03/23","8","5828.92","9700.67","4554.00"
"2020/03/23","9","6154.25","10287.42","4594.92"
"2020/03/23","10","6349.67","10684.92","4672.33"
"2020/03/23","11","6348.75","10871.83","4765.17"
"2020/03/23","12","6443.08","10907.50","4841.75"
"2020/03/23","13","6666.33","11115.33","4908.50"
"2020/03/23","14","6666.25","11280.42","4950.67"
"2020/03/23","15","6705.92","11620.67","4973.25"
"2020/03/23","16","6757.08","11581.50","4985.08"
"2020/03/23","17","6477.83","11475.33","4975.00"
"2020/03/23","18","6499.83","12005.75","5004.25"
"2020/03/23","19","6474.83","12223.42","5125.25"
"2020/03/23","20","6456.33","12045.83","5486.17"
"2020/03/23","21","6506.33","11821.67","5562.92"
"2020/03/23","22","6313.50","11865.42","5552.33"
"2020/03/23","23","6400.92","11852.50","5364.00"
"2020/03/24","0","6124.92","11396.92","445.58"
"2020/03/24","1","5968.50","11127.33","4483.42"
"2020/03/24","2","5774.58","11069.67","4778.25"
"2020/03/24","3","5773.83","11138.00","4686.42"
"2020/03/24","4","5677.08","11168.75","4638.67"
"2020/03/24","5","5712.00","11259.42","4652.42"
"2020/03/24","6","5770.75","11250.00","4740.17"
"2020/03/24","7","5930.42","11163.67","5011.08"
"2020/03/24","8","6185.58","10680.42","5278.83"
"2020/03/24","9","6416.67","10668.08","5566.83"
"2020/03/24","10","6324.42","10541.50","5783.50"
"2020/03/24","11","6620.00","10446.00","5971.50"
"2020/03/24","12","7016.92","10220.17","6119.92"
"2020/03/24","13","7049.08","10019.75","6250.25"
"2020/03/24","14","7409.00","10031.83","6355.42"
"2020/03/24","15","7430.00","10154.17","6442.83"
"2020/03/24","16","7475.17","10462.50","6497.67"
"2020/03/24","17","7386.08","10879.33","6511.33"
"2020/03/24","18","7094.67","11287.58","6438.25"
"2020/03/24","19","7015.75","11785.92","6297.17"
"2020/03/24","20","7171.33","12284.50","6266.67"
"2020/03/24","21","7173.92","12263.92","6169.67"
"2020/03/24","22","7151.92","12279.92","6085.83"
"2020/03/24","23","7071.25","12283.42","5997.42"
"2020/03/25","0","6822.33","12071.42","499.17"
"2020/03/25","1","6626.42","11904.00","5479.83"
"2020/03/25","2","6486.92","11756.08","5846.92"
"2020/03/25","3","6368.17","11385.25","5723.17"
"2020/03/25","4","6293.50","11273.42","5670.50"
"2020/03/25","5","6254.08","11233.08","5667.83"
"2020/03/25","6","6238.58","11177.58","5703.83"
"2020/03/25","7","6341.58","11287.67","5813.33"
"2020/03/25","8","6521.67","11184.42","5955.92"
"2020/03/25","9","6716.25","11288.50","6124.75"
"2020/03/25","10","6970.17","11387.50","6272.00"
"2020/03/25","11","7183.00","11369.00","6526.50"
"2020/03/25","12","7421.58","11275.33","6662.92"
"2020/03/25","13","7534.00","11608.36","6832.00"
"2020/03/25","14","7572.00","11821.42","6926.42"
"2020/03/25","15","7542.25","11882.67","7006.50"
"2020/03/25","16","7563.33","11839.75","7058.83"
"2020/03/25","17","7572.89","12074.89","7047.89"
"2020/03/25","20","7323.67","12779.00","6774.00"
"2020/03/25","21","7333.58","12880.83","6711.67"
"2020/03/25","22","7263.75","12972.75","6552.92"
"2020/03/25","23","7345.33","12726.92","6458.33"
"2020/03/26","0","7047.17","12341.00","537.58"
"2020/03/26","1","6737.33","12048.58","5542.17"
"2020/03/26","2","6607.25","11818.08","5869.08"
"2020/03/26","3","6485.17","11257.92","5705.42"
"2020/03/26","4","6431.92","11265.25","5619.58"
"2020/03/26","5","6254.92","11924.50","5579.08"
"2020/03/26","6","6328.83","11935.42","5581.50"
"2020/03/26","7","6314.33","11718.75","5604.00"
"2020/03/26","8","6549.08","11712.83","5716.00"
"2020/03/26","9","6578.92","11437.33","5879.08"
"2020/03/26","10","6685.33","11530.08","6121.25"
"2020/03/26","11","6926.50","11836.58","6320.75"
"2020/03/26","12","7137.25","12156.67","6465.33"
"2020/03/26","13","7331.50","12109.75","6610.83"
"2020/03/26","14","7422.17","12187.67","6747.67"
"2020/03/26","15","7627.17","12348.50","6870.83"
"2020/03/26","16","7583.57","12575.43","6929.00"
"2020/03/26","17","7403.40","12781.20","6922.00"
"2020/03/26","18","7263.83","13025.50","6826.67"
"2020/03/26","19","7286.25","13152.83","6674.08"
"2020/03/26","20","7270.25","12903.58","6639.92"
"2020/03/26","21","7271.00","12903.00","6638.00"
"2020/03/26","22","7271.00","12903.00","6638.00"
"2020/03/26","23","7271.00","12903.00","6638.00"
"2020/03/27","0","7271.00","12903.00","6638.00"
"2020/03/27","1","7271.00","12903.00","6638.00"
"2020/03/27","2","7271.00","12903.00","6638.00"
"2020/03/27","3","7271.00","12903.00","6638.00"
"2020/03/27","4","7271.00","12903.00","6638.00"
"2020/03/27","5","7271.00","12903.00","6638.00"
"2020/03/27","6","7271.00","12903.00","6638.00"
"2020/03/27","7","7271.00","12903.00","6638.00"
"2020/03/27","8","7271.00","12903.00","6638.00"
"2020/03/27","9","7141.67","12497.67","6534.67"
"2020/03/27","10","6984.25","11751.25","6473.83"
"2020/03/27","11","7098.17","11806.08","6738.42"
"2020/03/27","12","7151.67","11698.33","6901.50"
"2020/03/27","13","7423.17","11442.58","6999.00"
"2020/03/27","14","7533.25","11203.83","7195.00"
"2020/03/27","15","7586.08","11350.67","7321.75"
"2020/03/27","16","7634.00","11305.75","7395.25"
"2020/03/27","17","7384.00","11231.83","7412.00"
"2020/03/27","18","7085.92","11502.75","7293.83"
"2020/03/27","19","7242.33","12031.92","7082.25"
"2020/03/27","20","7267.92","11851.92","7037.42"
"2020/03/27","21","7223.33","11935.42","7009.17"
"2020/03/27","22","7181.75","12000.42","6976.50"
"2020/03/27","23","7204.67","11921.92","6945.58"
