"Fecha","Hora","PML / MDA","ENE / MDA","CON / MDA","PER / MDA","PML / MTR","ENE / MTR","CON / MTR","PER / MTR"
"2020/03/27","1","469.9100","479.9700","40.3300","-50.3900","ND","ND","ND","ND"
"2020/03/27","2","441.0900","486.0700","9.5900","-54.5700","ND","ND","ND","ND"
"2020/03/27","3","420.7800","471.0000","6.6000","-56.8200","ND","ND","ND","ND"
"2020/03/27","4","434.6300","488.5100","4.5500","-58.4400","ND","ND","ND","ND"
"2020/03/27","5","422.0100","484.3100","-3.3000","-59.0100","ND","ND","ND","ND"
"2020/03/27","6","434.2200","473.2800","17.4100","-56.4600","ND","ND","ND","ND"
"2020/03/27","7","543.7200","618.8500","-5.2500","-69.8900","ND","ND","ND","ND"
"2020/03/27","8","546.6500","625.4400","-4.4900","-74.3000","ND","ND","ND","ND"
"2020/03/27","9","402.9700","450.2800","14.5300","-61.8400","ND","ND","ND","ND"
"2020/03/27","10","370.3200","447.6500","-15.7100","-61.6200","ND","ND","ND","ND"
"2020/03/27","11","375.0700","456.9500","-20.6200","-61.2600","ND","ND","ND","ND"
"2020/03/27","12","379.0200","447.6200","-11.0700","-57.5400","ND","ND","ND","ND"
"2020/03/27","13","394.9500","468.0500","-17.4300","-55.6700","ND","ND","ND","ND"
"2020/03/27","14","503.5300","599.6500","-25.9300","-70.1900","ND","ND","ND","ND"
"2020/03/27","15","568.9800","599.6200","34.7300","-65.3700","ND","ND","ND","ND"
"2020/03/27","16","471.5800","478.0100","43.2600","-49.6900","ND","ND","ND","ND"
"2020/03/27","17","637.6800","681.2000","21.0900","-64.6100","ND","ND","ND","ND"
"2020/03/27","18","635.7200","696.9200","6.6200","-67.8200","ND","ND","ND","ND"
"2020/03/27","19","627.6300","674.8500","15.8900","-63.1100","ND","ND","ND","ND"
"2020/03/27","20","630.8600","674.2900","17.7600","-61.2000","ND","ND","ND","ND"
"2020/03/27","21","500.8000","491.4200","53.3800","-44.0100","ND","ND","ND","ND"
"2020/03/27","22","498.2800","491.0900","50.0500","-42.8600","ND","ND","ND","ND"
"2020/03/27","23","609.3500","666.4200","1.6500","-58.7200","ND","ND","ND","ND"
"2020/03/27","24","500.9100","489.5500","54.7500","-43.4000","ND","ND","ND","ND"
"2020/03/26","1","423.4900","484.5100","-9.6500","-51.3600","ND","ND","ND","ND"
"2020/03/26","2","420.6200","475.5400","-3.9200","-51.0000","ND","ND","ND","ND"
"2020/03/26","3","397.5400","456.0100","-7.9200","-50.5500","ND","ND","ND","ND"
"2020/03/26","4","402.0500","463.4600","-8.1500","-53.2500","ND","ND","ND","ND"
"2020/03/26","5","387.1500","467.5800","-25.9000","-54.5300","ND","ND","ND","ND"
"2020/03/26","6","411.3500","476.2400","-8.6900","-56.1900","ND","ND","ND","ND"
"2020/03/26","7","409.0400","496.1100","-26.9600","-60.1200","ND","ND","ND","ND"
"2020/03/26","8","372.8700","554.9000","-112.2300","-69.8000","ND","ND","ND","ND"
"2020/03/26","9","355.4400","415.1200","-5.2200","-54.4500","ND","ND","ND","ND"
"2020/03/26","10","357.4900","452.6900","-37.1900","-58.0000","ND","ND","ND","ND"
"2020/03/26","11","361.6100","447.2300","-31.1500","-54.4700","ND","ND","ND","ND"
"2020/03/26","12","362.2700","438.5900","-23.7800","-52.5300","ND","ND","ND","ND"
"2020/03/26","13","362.4100","448.7800","-33.7100","-52.6600","ND","ND","ND","ND"
"2020/03/26","14","368.6400","455.4300","-31.7200","-55.0700","ND","ND","ND","ND"
"2020/03/26","15","375.5600","448.9900","-16.7500","-56.6800","ND","ND","ND","ND"
"2020/03/26","16","406.9000","425.8100","35.6200","-54.5300","ND","ND","ND","ND"
"2020/03/26","17","420.9100","445.8600","32.7900","-57.7500","ND","ND","ND","ND"
"2020/03/26","18","441.3600","463.3200","36.5100","-58.4700","ND","ND","ND","ND"
"2020/03/26","19","449.0600","468.4900","37.3900","-56.8300","ND","ND","ND","ND"
"2020/03/26","20","550.2100","606.1200","11.7000","-67.6100","ND","ND","ND","ND"
"2020/03/26","21","467.5100","482.1100","38.5100","-53.1200","ND","ND","ND","ND"
"2020/03/26","22","455.6500","477.5700","31.3000","-53.2200","ND","ND","ND","ND"
"2020/03/26","23","439.0600","449.0100","39.7000","-49.6500","ND","ND","ND","ND"
"2020/03/26","24","435.5500","448.7300","36.4400","-49.6200","ND","ND","ND","ND"
"2020/03/25","1","495.9000","561.7500","-4.2100","-61.6400","354.6300","712.0200","-277.3200","-80.0700"
"2020/03/25","2","459.8000","526.9900","-7.8200","-59.3700","347.9000","511.2700","-105.3200","-58.0500"
"2020/03/25","3","464.0800","529.5400","-3.7400","-61.7200","343.0300","479.9500","-82.3400","-54.5800"
"2020/03/25","4","455.1900","520.5600","-3.5900","-61.7800","347.6100","460.0200","-60.7800","-51.6300"
"2020/03/25","5","567.9300","658.5700","-13.2800","-77.3600","350.0200","468.7800","-65.9400","-52.8200"
"2020/03/25","6","574.4000","664.4600","-13.6700","-76.4000","352.4100","468.5000","-64.1800","-51.9100"
"2020/03/25","7","577.2300","668.0800","-13.5100","-77.3400","360.8700","460.5600","-48.5500","-51.1300"
"2020/03/25","8","541.2900","627.6100","-11.6500","-74.6800","354.6700","468.1600","-58.1100","-55.3800"
"2020/03/25","9","362.3100","457.6200","-38.1500","-57.1600","349.2500","378.0800","20.4400","-49.2700"
"2020/03/25","10","367.9200","461.1600","-33.5000","-59.7400","352.3300","388.6900","13.2600","-49.6100"
"2020/03/25","11","374.8000","400.6000","28.5400","-54.3400","367.0000","431.0300","-10.8400","-53.1900"
"2020/03/25","12","375.1300","464.9000","-32.4700","-57.3000","416.7900","558.5100","-74.0900","-67.6300"
"2020/03/25","13","389.3300","464.8300","-16.8000","-58.7000","403.5100","510.3800","-44.2400","-62.6400"
"2020/03/25","14","487.4700","676.4800","-104.7100","-84.3000","410.4300","505.9100","-31.3900","-64.0900"
"2020/03/25","15","403.2600","472.3400","-8.2600","-60.8200","410.9000","513.6900","-35.9600","-66.8300"
"2020/03/25","16","393.2100","388.1900","61.0700","-56.0600","374.8600","376.9500","44.2300","-46.3200"
"2020/03/25","17","506.4000","590.2400","1.0800","-84.9200","373.9300","463.6600","-30.3400","-59.3900"
"2020/03/25","18","615.9500","734.1900","-17.6300","-100.6100","379.1500","682.9300","-218.4800","-85.3000"
"2020/03/25","19","603.1900","700.7400","-5.1700","-92.3800","427.9100","691.0700","-181.0200","-82.1300"
"2020/03/25","20","651.0100","724.7500","18.2600","-92.0100","405.0200","689.9300","-200.9100","-84.0000"
"2020/03/25","21","614.4600","704.7000","-1.8900","-88.3500","390.5800","329.8900","101.0400","-40.3500"
"2020/03/25","22","501.1900","552.9800","20.4100","-72.2000","367.3800","511.7500","-80.9000","-63.4800"
"2020/03/25","23","600.5400","690.8300","-2.8600","-87.4300","367.1500","533.8300","-102.3300","-64.3500"
"2020/03/25","24","563.8800","661.3600","-16.0300","-81.4500","374.3700","607.2500","-160.3900","-72.4800"
"2020/03/24","1","533.1900","616.8400","-9.4000","-74.2500","606.2600","682.7600","-7.1800","-69.3100"
"2020/03/24","2","396.5900","458.2000","-7.8600","-53.7400","547.8000","615.9500","-5.7500","-62.4000"
"2020/03/24","3","389.5300","446.9200","-3.5500","-53.8300","442.9500","500.7300","0.0000","-57.7700"
"2020/03/24","4","376.1900","446.9900","-15.1500","-55.6500","434.6900","495.5900","-2.8600","-58.0400"
"2020/03/24","5","375.4300","446.4500","-17.6300","-53.4000","434.8000","494.3700","-0.6900","-58.8800"
"2020/03/24","6","399.1300","457.8000","-4.0700","-54.6100","449.7700","514.6000","-3.0500","-61.7700"
"2020/03/24","7","487.1500","576.8300","-24.9000","-64.7900","558.3600","634.5900","-3.8700","-72.3600"
"2020/03/24","8","415.3000","499.9400","-28.5200","-56.1200","562.8600","633.1300","0.0000","-70.2700"
"2020/03/24","9","355.6000","470.5500","-58.9200","-56.0300","525.5100","579.3100","16.0300","-69.8200"
"2020/03/24","10","360.1100","476.3200","-59.0600","-57.1500","379.6100","240.2400","169.8900","-30.5200"
"2020/03/24","11","366.4100","487.7700","-64.6600","-56.6900","397.8900","471.0100","-12.0600","-61.0600"
"2020/03/24","12","376.4600","489.3800","-57.6200","-55.2900","404.3700","410.7500","43.5700","-49.9500"
"2020/03/24","13","426.0100","584.7000","-88.2400","-70.4500","697.1000","686.6100","77.2900","-66.8000"
"2020/03/24","14","404.2300","496.3100","-34.6000","-57.4900","755.2500","727.2000","95.3900","-67.3400"
"2020/03/24","15","404.6100","496.2400","-32.9700","-58.6600","828.1300","770.8000","114.3900","-57.0600"
"2020/03/24","16","447.5700","699.3700","-163.6000","-88.2100","865.0100","788.6000","136.1700","-59.7600"
"2020/03/24","17","563.8400","745.4200","-89.8700","-91.7100","692.6700","758.1300","0.0000","-65.4600"
"2020/03/24","18","381.1900","746.5300","-273.4200","-91.9200","638.0400","743.0600","-21.2200","-83.8000"
"2020/03/24","19","429.6300","773.8000","-251.0600","-93.1100","686.5100","782.7200","-19.1900","-77.0300"
"2020/03/24","20","443.8200","782.8000","-245.3300","-93.6500","730.5200","808.8700","-1.2500","-77.1000"
"2020/03/24","21","417.6100","736.5800","-231.3200","-87.6600","722.4800","815.5500","-7.3000","-85.7700"
"2020/03/24","22","392.0700","737.3500","-259.0800","-86.2000","648.9800","693.9600","34.8100","-79.7900"
"2020/03/24","23","593.2400","705.6700","-35.8900","-76.5400","612.1100","647.5300","38.6000","-74.0200"
"2020/03/24","24","636.0500","702.5700","6.6100","-73.1300","410.4200","721.4000","-228.5100","-82.4700"
"2020/03/23","1","325.9700","416.5300","-35.7900","-54.7700","359.1400","417.1400","-6.7300","-51.2800"
"2020/03/23","2","318.7300","403.5900","-31.0400","-53.8200","332.0700","386.1000","-6.0300","-48.0100"
"2020/03/23","3","315.2600","393.3300","-26.1200","-51.9400","327.1300","381.1400","-6.5300","-47.4800"
"2020/03/23","4","318.7600","382.6900","-16.0700","-47.8600","316.4400","359.0900","-1.0000","-41.6600"
"2020/03/23","5","319.0200","386.7500","-17.9500","-49.7800","316.5500","359.7100","-1.0500","-42.1200"
"2020/03/23","6","324.2600","411.3700","-33.8900","-53.2200","327.6400","382.8600","-7.3500","-47.8800"
"2020/03/23","7","342.4800","440.3600","-41.5700","-56.3100","344.6000","407.0400","-12.1100","-50.3200"
"2020/03/23","8","363.0800","466.9800","-47.2400","-56.6600","348.6800","415.7600","-17.9000","-49.1800"
"2020/03/23","9","355.8400","470.8100","-53.8500","-61.1200","343.7700","424.0200","-27.7800","-52.4800"
"2020/03/23","10","342.4100","468.9700","-60.7700","-65.7900","341.7100","394.1800","-1.9300","-50.5400"
"2020/03/23","11","337.4700","466.7000","-64.6500","-64.5800","343.6400","315.0100","70.1300","-41.5000"
"2020/03/23","12","327.7200","474.2700","-80.8700","-65.6800","343.3900","332.5800","55.5700","-44.7500"
"2020/03/23","13","335.5200","673.4700","-245.2900","-92.6600","458.1700","657.8600","-111.8500","-87.8500"
"2020/03/23","14","336.2800","691.5300","-260.5400","-94.7200","403.5700","628.2900","-144.3300","-80.4000"
"2020/03/23","15","336.1300","691.5200","-262.2200","-93.1600","401.8500","627.5700","-143.8300","-81.8900"
"2020/03/23","16","336.7400","717.0200","-285.4900","-94.7900","371.7900","418.9100","7.8500","-54.9700"
"2020/03/23","17","357.3300","735.8500","-277.6100","-100.9100","406.0100","628.3100","-140.8300","-81.4700"
"2020/03/23","18","349.5100","739.3600","-288.0400","-101.8100","540.3500","700.9200","-70.6800","-89.8900"
"2020/03/23","19","356.7700","828.0800","-364.1700","-107.1500","644.6800","716.5800","10.9900","-82.9000"
"2020/03/23","20","352.2600","795.3500","-339.6800","-103.4000","706.6800","750.0300","43.4400","-86.7900"
"2020/03/23","21","348.9000","758.8400","-311.4800","-98.4600","708.8000","765.3500","24.4700","-81.0200"
"2020/03/23","22","346.8100","758.6000","-315.8300","-95.9500","687.9800","735.0600","27.1400","-74.2200"
"2020/03/23","23","638.3100","706.7000","19.2100","-87.6000","670.8700","725.8400","21.5900","-76.5500"
"2020/03/23","24","348.8200","670.6300","-236.9000","-84.9000","679.0400","743.5000","6.9100","-71.3700"
"2020/03/22","1","361.7100","423.3000","-15.2100","-46.3900","335.9100","343.4400","34.2700","-41.7900"
"2020/03/22","2","357.9300","418.1900","-13.0200","-47.2400","342.6100","406.5100","-18.1300","-45.7700"
"2020/03/22","3","351.2600","416.0900","-17.7200","-47.1000","335.6500","394.2100","-16.9500","-41.6100"
"2020/03/22","4","342.3900","409.5300","-20.8500","-46.2900","335.7200","395.5400","-17.3000","-42.5200"
"2020/03/22","5","342.3100","408.9900","-20.9700","-45.7100","331.2700","391.6200","-17.7000","-42.6500"
"2020/03/22","6","341.3400","406.2000","-20.2900","-44.5700","328.7600","387.0400","-17.4200","-40.8600"
"2020/03/22","7","341.7100","405.1700","-19.1500","-44.3100","331.9100","381.8400","-9.3700","-40.5600"
"2020/03/22","8","330.3300","396.5400","-22.4400","-43.7700","322.5400","367.6600","-7.2200","-37.9000"
"2020/03/22","9","323.8500","397.9100","-35.0000","-39.0600","311.0600","383.2100","-30.1000","-42.0500"
"2020/03/22","10","309.9600","394.7900","-40.5900","-44.2400","309.6500","384.9600","-35.3600","-39.9500"
"2020/03/22","11","309.2500","400.2400","-45.2700","-45.7200","316.6000","393.8900","-37.4000","-39.8800"
"2020/03/22","12","308.1900","399.2500","-47.0800","-43.9800","315.8000","394.3900","-38.8000","-39.7900"
"2020/03/22","13","312.7200","405.9200","-46.9300","-46.2800","320.6700","400.2700","-38.9400","-40.6600"
"2020/03/22","14","302.6900","406.9900","-56.6300","-47.6700","328.0800","408.7900","-36.7500","-43.9600"
"2020/03/22","15","316.2800","413.1700","-47.9100","-48.9800","329.6600","410.2200","-35.7400","-44.8300"
"2020/03/22","16","312.6100","412.6400","-49.1300","-50.9000","331.9900","417.3800","-37.1700","-48.2200"
"2020/03/22","17","316.4000","416.8700","-48.2800","-52.1900","337.8900","430.7500","-41.7800","-51.0800"
"2020/03/22","18","324.9000","421.6600","-41.8600","-54.8900","349.7100","433.5100","-35.9400","-47.8700"
"2020/03/22","19","370.1300","452.9600","-26.8600","-55.9700","539.9100","660.0400","-58.4600","-61.6700"
"2020/03/22","20","357.6900","740.1700","-290.3300","-92.1400","802.8100","869.4400","0.0000","-66.6200"
"2020/03/22","21","399.5800","716.6300","-227.5400","-89.5100","813.7400","884.2800","0.0000","-70.5400"
"2020/03/22","22","491.6600","695.2200","-115.1600","-88.4000","807.4800","893.1100","0.0000","-85.6300"
"2020/03/22","23","388.2000","346.9700","84.8200","-43.5900","607.1000","692.7900","-7.2300","-78.4700"
"2020/03/22","24","364.5900","448.8500","-27.2400","-57.0300","395.3000","340.4200","95.4100","-40.5300"
"2020/03/21","1","631.5200","734.3300","-15.5500","-87.2600","339.3100","755.3000","-328.9300","-87.0500"
"2020/03/21","2","397.7500","681.8100","-199.2800","-84.7800","323.0600","769.2600","-354.1000","-92.1100"
"2020/03/21","3","561.2400","684.4700","-38.0200","-85.2100","313.7200","687.4000","-290.7900","-82.9000"
"2020/03/21","4","397.4600","681.2100","-199.3500","-84.4000","340.7900","677.3700","-255.9700","-80.6200"
"2020/03/21","5","360.6800","662.9500","-219.4900","-82.7800","336.7300","564.6400","-159.6700","-68.2400"
"2020/03/21","6","395.6800","665.4600","-187.3000","-82.4800","341.2300","498.2400","-96.6400","-60.3800"
"2020/03/21","7","395.0600","657.3400","-180.7700","-81.5100","346.0900","629.8100","-209.1200","-74.5900"
"2020/03/21","8","473.6400","633.9800","-79.3300","-81.0000","340.6000","497.2800","-94.8900","-61.7900"
"2020/03/21","9","423.6100","575.0300","-72.3200","-79.1000","352.5700","471.8700","-54.1700","-65.1300"
"2020/03/21","10","349.1300","694.9200","-255.6800","-90.1200","341.7500","644.0200","-216.5800","-85.6800"
"2020/03/21","11","355.2300","683.2400","-238.6100","-89.4100","353.7700","662.0400","-221.1300","-87.1500"
"2020/03/21","12","373.7600","678.4300","-214.5400","-90.1200","387.5200","647.0300","-173.9300","-85.5800"
"2020/03/21","13","394.6900","653.8500","-167.4900","-91.6700","351.9000","663.6100","-221.7300","-89.9900"
"2020/03/21","14","406.6400","668.3900","-167.2400","-94.5100","348.9200","593.7300","-160.3500","-84.4600"
"2020/03/21","15","357.6900","698.8600","-244.4500","-96.7200","345.1000","462.5300","-51.9300","-65.5000"
"2020/03/21","16","350.5200","680.3200","-234.9200","-94.8900","337.1800","595.1500","-181.1100","-76.8600"
"2020/03/21","17","384.2500","701.3700","-217.5700","-99.5500","339.1800","650.6000","-222.4400","-88.9700"
"2020/03/21","18","356.4000","666.6300","-218.2900","-91.9500","338.4300","638.1900","-217.6700","-82.0900"
"2020/03/21","19","354.1800","701.1500","-255.8700","-91.1000","336.8700","693.6700","-275.8000","-81.0100"
"2020/03/21","20","364.1300","771.2800","-314.4200","-92.7300","343.4400","800.5700","-362.9700","-94.1700"
"2020/03/21","21","404.5500","779.0500","-281.7000","-92.8100","344.8200","780.0800","-344.7600","-90.5000"
"2020/03/21","22","635.9400","739.7700","-13.5100","-90.3200","342.8400","690.3800","-266.3900","-81.1600"
"2020/03/21","23","357.3800","704.8500","-260.1700","-87.3100","335.9100","661.1500","-246.6300","-78.6100"
"2020/03/21","24","353.9600","661.5000","-225.4700","-82.0700","326.8300","464.6800","-83.2100","-54.6500"
"2020/03/20","1","348.6500","682.3600","-255.1800","-78.5300","377.9100","740.0500","-274.4600","-87.6700"
"2020/03/20","2","347.3200","622.2500","-202.2800","-72.6400","391.2600","678.6500","-206.4300","-80.9600"
"2020/03/20","3","352.3400","594.7900","-172.3500","-70.1100","394.3000","625.2000","-155.1200","-75.7700"
"2020/03/20","4","352.9900","608.2000","-184.2800","-70.9400","391.7800","618.3200","-154.0800","-72.4600"
"2020/03/20","5","374.5500","606.4600","-160.4600","-71.4600","386.0800","597.9300","-142.1800","-69.6700"
"2020/03/20","6","389.5400","676.3900","-207.7800","-79.0700","351.1300","653.1100","-227.9500","-74.0300"
"2020/03/20","7","415.6100","721.1300","-223.1900","-82.3300","340.6900","719.8600","-299.9500","-79.2100"
"2020/03/20","8","406.6400","722.3200","-230.2500","-85.4300","355.0500","752.6300","-306.0000","-91.5800"
"2020/03/20","9","506.8200","682.4900","-81.5900","-94.0700","355.3300","749.9900","-292.9100","-101.7500"
"2020/03/20","10","352.5900","694.3800","-251.4400","-90.3500","389.4900","772.2200","-281.1900","-101.5400"
"2020/03/20","11","349.8000","750.6300","-304.6100","-96.2200","388.9600","777.4700","-286.4200","-102.0900"
"2020/03/20","12","377.4300","767.6500","-291.4600","-98.7600","392.2000","763.2900","-272.2800","-98.8100"
"2020/03/20","13","404.8500","784.6900","-279.5300","-100.3100","389.4200","781.0400","-292.8100","-98.8100"
"2020/03/20","14","425.5900","765.7900","-240.7900","-99.4100","389.7500","769.5000","-281.9100","-97.8400"
"2020/03/20","15","398.6500","743.1300","-249.5300","-94.9500","357.8700","780.7800","-318.3900","-104.5300"
"2020/03/20","16","388.0200","761.5300","-274.7900","-98.7200","338.6800","804.9800","-356.5700","-109.7300"
"2020/03/20","17","429.7200","668.2600","-144.9900","-93.5500","328.0600","808.2000","-371.8900","-108.2400"
"2020/03/20","18","382.2800","711.1600","-233.2100","-95.6700","310.5100","788.4000","-377.3900","-100.5000"
"2020/03/20","19","354.9100","708.8500","-262.7100","-91.2300","317.7500","825.1500","-411.2200","-96.1800"
"2020/03/20","20","381.1000","731.6000","-256.1700","-94.3200","349.2600","931.3200","-471.2200","-110.8400"
"2020/03/20","21","383.4200","771.0400","-291.8900","-95.7300","345.7700","856.1700","-409.7600","-100.6400"
"2020/03/20","22","451.3400","815.2200","-266.3200","-97.5600","335.3000","826.4700","-395.1200","-96.0400"
"2020/03/20","23","610.0500","721.8100","-24.8100","-86.9500","317.3200","791.9300","-385.7000","-88.9200"
"2020/03/20","24","404.1500","693.9400","-205.6100","-84.1900","325.8700","763.0000","-349.5300","-87.6000"
"2020/03/19","1","554.1600","683.0000","-60.4200","-68.4200","548.0400","674.4000","-57.6000","-68.7500"
"2020/03/19","2","521.7400","654.2800","-61.0700","-71.4800","535.8800","679.4900","-70.9900","-72.6200"
"2020/03/19","3","407.4400","486.1000","-24.9500","-53.7200","361.1400","670.8700","-238.0000","-71.7400"
"2020/03/19","4","350.2500","599.3500","-181.3600","-67.7400","352.1400","674.2400","-249.6800","-72.4300"
"2020/03/19","5","379.9200","599.5700","-151.8800","-67.7700","339.3300","670.0500","-257.7500","-72.9700"
"2020/03/19","6","427.8500","668.5500","-164.6100","-76.0900","341.1500","702.2000","-284.6800","-76.3700"
"2020/03/19","7","359.5700","700.4800","-261.7700","-79.1400","347.1800","737.4900","-310.5200","-79.7900"
"2020/03/19","8","394.1800","740.3000","-259.6600","-86.4600","347.1200","769.9400","-335.9700","-86.8400"
"2020/03/19","9","515.2900","678.0000","-72.4100","-90.3000","401.0000","736.8000","-243.9900","-91.8100"
"2020/03/19","10","463.7500","634.0600","-82.5200","-87.8000","398.1800","725.0200","-233.3800","-93.4600"
"2020/03/19","11","480.6200","669.2800","-98.6600","-89.9900","511.8200","728.5300","-118.6000","-98.1000"
"2020/03/19","12","437.6500","579.7900","-63.4300","-78.7100","594.7300","809.3900","-114.2900","-100.3700"
"2020/03/19","13","485.9000","657.9500","-82.7900","-89.2600","536.5100","749.8500","-120.2300","-93.1100"
"2020/03/19","14","454.2200","675.9100","-130.5200","-91.1800","595.8300","811.4700","-114.1300","-101.5100"
"2020/03/19","15","390.1500","578.8200","-108.9600","-79.7100","560.6700","774.3900","-111.5000","-102.2300"
"2020/03/19","16","435.0600","540.3000","-32.0100","-73.2300","383.0000","778.4300","-296.7600","-98.6600"
"2020/03/19","17","378.1600","699.3500","-227.6300","-93.5600","371.5300","783.4900","-311.5800","-100.3800"
"2020/03/19","18","369.1200","757.9400","-290.6600","-98.1600","370.1800","807.3200","-338.2600","-98.8800"
"2020/03/19","19","395.7400","724.2800","-233.1700","-95.3600","369.4700","860.9300","-378.7800","-112.6800"
"2020/03/19","20","418.9600","765.3000","-248.0100","-98.3300","369.7300","810.9800","-336.3600","-104.8900"
"2020/03/19","21","683.2300","758.0000","18.4400","-93.2100","382.3700","846.4800","-359.5600","-104.5600"
"2020/03/19","22","593.5800","706.7500","-25.1500","-88.0200","390.9700","773.1900","-286.0700","-96.1500"
"2020/03/19","23","523.7800","733.9600","-123.4500","-86.7300","377.4900","821.5400","-346.1500","-97.9000"
"2020/03/19","24","531.7900","717.7600","-101.2700","-84.7000","366.6500","802.6800","-339.3600","-96.6700"
"2020/03/18","1","504.0400","649.9400","-71.2700","-74.6300","570.1800","716.4800","-71.6800","-74.6100"
"2020/03/18","2","383.8400","475.6800","-40.7100","-51.1400","567.8500","711.6700","-73.1200","-70.7000"
"2020/03/18","3","371.0200","459.0700","-39.0700","-48.9800","541.7400","675.0500","-67.8900","-65.4200"
"2020/03/18","4","377.1400","469.8400","-41.4900","-51.2100","548.4600","675.7900","-66.3200","-61.0100"
"2020/03/18","5","378.6300","470.0800","-41.5300","-49.9200","563.0400","692.3500","-69.7600","-59.5600"
"2020/03/18","6","483.4300","613.2700","-67.2400","-62.6000","586.0200","728.5900","-75.9900","-66.5800"
"2020/03/18","7","511.5400","619.1600","-41.2000","-66.4200","589.9000","730.1200","-73.4600","-66.7600"
"2020/03/18","8","524.2700","638.8200","-45.5800","-68.9800","577.0300","734.0200","-84.6600","-72.3300"
"2020/03/18","9","500.7200","659.0800","-78.5300","-79.8200","593.2500","730.9900","-63.9200","-73.8200"
"2020/03/18","10","501.5200","674.0600","-86.2400","-86.3000","605.4700","724.9200","-44.6700","-74.7800"
"2020/03/18","11","427.2400","676.4300","-157.7800","-91.4000","622.1900","717.2400","-21.3100","-73.7500"
"2020/03/18","12","391.1400","661.8100","-182.1400","-88.5300","587.7100","731.2400","-64.9800","-78.5500"
"2020/03/18","13","423.3300","671.9000","-158.5400","-90.0300","606.0700","737.7000","-52.4800","-79.1400"
"2020/03/18","14","425.9300","678.1800","-160.4100","-91.8400","589.7600","745.0500","-69.0100","-86.2800"
"2020/03/18","15","498.4300","677.4100","-88.0000","-90.9700","589.9000","712.7800","-44.6500","-78.2300"
"2020/03/18","16","514.2300","676.0700","-72.8800","-88.9600","610.6800","784.2400","-97.0000","-76.5700"
"2020/03/18","17","509.6100","678.0000","-80.0800","-88.3200","624.1300","791.9800","-91.4700","-76.3800"
"2020/03/18","18","347.3400","721.4400","-282.6400","-91.4600","616.4400","773.6000","-77.2300","-79.9300"
"2020/03/18","19","346.2100","735.3200","-304.8200","-84.2800","437.5400","764.2100","-237.5000","-89.1700"
"2020/03/18","20","351.7600","715.1000","-279.6600","-83.6900","718.2000","798.1200","8.1700","-88.1000"
"2020/03/18","21","351.3400","707.4200","-275.1400","-80.9400","624.5300","773.0300","-61.8500","-86.6500"
"2020/03/18","22","380.5400","706.0600","-245.2700","-80.2600","665.3400","760.8500","-13.1700","-82.3300"
"2020/03/18","23","426.9900","678.8900","-173.7100","-78.2000","629.3700","720.4800","-17.9500","-73.1600"
"2020/03/18","24","439.2800","689.2800","-175.8600","-74.1300","610.4600","701.5700","-20.2700","-70.8400"
"2020/03/17","1","360.8700","451.2100","-36.6900","-53.6600","394.5900","447.1600","-7.2000","-45.3700"
"2020/03/17","2","357.8700","439.7200","-32.6700","-49.1800","357.8000","430.7900","-32.4600","-40.5200"
"2020/03/17","3","349.4500","428.5700","-31.2100","-47.9200","356.4500","423.7800","-28.4000","-38.9300"
"2020/03/17","4","348.9600","426.4500","-31.3300","-46.1700","348.8700","421.2900","-31.5400","-40.8800"
"2020/03/17","5","353.1600","429.9800","-29.5900","-47.2400","345.1600","423.1200","-34.3900","-43.5700"
"2020/03/17","6","368.8000","447.9400","-30.4100","-48.7200","356.6600","442.4000","-38.7800","-46.9500"
"2020/03/17","7","420.7000","533.1900","-52.3400","-60.1500","409.7200","517.3100","-52.0900","-55.5100"
"2020/03/17","8","520.2500","674.4500","-78.9000","-75.3000","519.8900","666.4600","-80.1600","-66.4100"
"2020/03/17","9","521.2900","691.2300","-86.6200","-83.3200","507.0100","648.9400","-77.7300","-64.2100"
"2020/03/17","10","534.2900","715.1300","-92.5800","-88.2500","545.1800","716.6200","-93.2700","-78.1700"
"2020/03/17","11","425.4100","665.3800","-154.8100","-85.1600","567.1000","747.2200","-97.9100","-82.2100"
"2020/03/17","12","449.7400","537.0700","-18.6600","-68.6800","566.8900","749.4800","-96.8200","-85.7600"
"2020/03/17","13","503.6400","662.5200","-74.9600","-83.9200","603.7100","794.8800","-106.3700","-84.8000"
"2020/03/17","14","481.4600","693.1200","-119.8400","-91.8200","593.7400","770.0200","-96.6400","-79.6400"
"2020/03/17","15","489.4600","698.1800","-115.0300","-93.6900","575.1300","743.2300","-96.2200","-71.8900"
"2020/03/17","16","495.1200","636.3200","-58.1700","-83.0400","631.1700","791.7300","-89.2000","-71.3600"
"2020/03/17","17","490.5700","700.9300","-115.7600","-94.5900","688.4600","781.9100","-26.2500","-67.2100"
"2020/03/17","18","396.7200","713.6600","-219.5900","-97.3500","706.4300","797.1500","-27.1800","-63.5300"
"2020/03/17","19","432.3800","689.7500","-165.7100","-91.6700","698.9500","796.7700","-23.5200","-74.3000"
"2020/03/17","20","696.6500","782.0300","16.1000","-101.4800","773.7000","852.1200","0.0000","-78.4200"
"2020/03/17","21","696.8500","738.9300","54.6500","-96.7300","770.1700","852.7800","0.0000","-82.6200"
"2020/03/17","22","673.3600","733.6200","34.8800","-95.1400","720.2900","836.0800","-27.8300","-87.9600"
"2020/03/17","23","429.3000","747.2500","-226.1800","-91.7700","699.3000","778.3800","7.4500","-86.5300"
