"Fecha","Hora","PML / MDA","ENE / MDA","CON / MDA","PER / MDA","PML / MTR","ENE / MTR","CON / MTR","PER / MTR"
"2020/03/09","22","393.8300","461.3000","-11.4200","-56.0600","330.5800","962.8600","-525.7600","-106.5300"
"2020/03/09","23","379.1000","431.4800","0.0000","-52.3800","308.3500","780.8200","-386.4100","-86.0600"
"2020/03/09","24","350.6900","430.1100","-27.6800","-51.7400","303.0200","721.5200","-336.9500","-81.5500"
"2020/03/08","1","281.0200","392.9700","-72.4200","-39.5400","235.1900","413.8800","-134.9000","-43.8000"
"2020/03/08","2","293.6000","383.9900","-53.0200","-37.3600","305.7800","382.4800","-38.6400","-38.0700"
"2020/03/08","3","281.1400","369.8900","-52.8800","-35.8700","294.3100","379.1800","-47.2400","-37.6300"
"2020/03/08","4","268.6200","371.6500","-68.3200","-34.7200","294.2700","330.2500","-3.2200","-32.7500"
"2020/03/08","5","268.6700","363.9500","-61.2400","-34.0400","281.7500","369.1100","-51.9600","-35.4000"
"2020/03/08","6","268.6300","363.8200","-61.1700","-34.0200","305.0700","377.3600","-35.5500","-36.7400"
"2020/03/08","7","268.5700","372.4600","-68.7000","-35.1800","294.2000","368.3100","-38.2300","-35.8800"
"2020/03/08","8","268.5800","363.5900","-59.7200","-35.3000","281.6200","367.8600","-51.3100","-34.9300"
"2020/03/08","9","271.5500","311.6800","-8.5600","-31.5700","340.4900","373.3900","-6.6100","-26.2900"
"2020/03/08","10","287.9100","340.9300","-16.3600","-36.6700","335.7300","374.3800","-4.8700","-33.7900"
"2020/03/08","11","287.4700","308.3600","15.3700","-36.2700","310.4700","327.8500","19.8700","-37.2500"
"2020/03/08","12","184.2700","298.1900","-78.0900","-35.8300","318.3200","330.9800","22.3400","-35.0000"
"2020/03/08","13","286.7900","335.3600","-9.6100","-38.9700","356.2400","374.1200","20.0100","-37.8900"
"2020/03/08","14","287.4700","379.8800","-48.2400","-44.1700","315.3900","374.7200","-20.4300","-38.9000"
"2020/03/08","15","290.1100","385.0600","-50.5000","-44.4500","317.5700","386.7700","-27.9200","-41.2900"
"2020/03/08","16","288.8500","382.7100","-50.7200","-43.1500","317.8200","386.2100","-26.4400","-41.9500"
"2020/03/08","17","290.3000","391.1000","-57.2600","-43.5400","344.6100","392.4400","-6.4500","-41.3800"
"2020/03/08","18","244.8100","386.1400","-98.4200","-42.9100","360.4100","406.5000","-6.4300","-39.6700"
"2020/03/08","19","342.2200","420.5400","-32.6300","-45.6900","412.5300","462.7500","-8.8700","-41.3600"
"2020/03/08","20","305.7800","458.5100","-98.0100","-54.7300","811.9900","926.2600","-22.6500","-91.6200"
"2020/03/08","21","344.6100","453.5500","-54.2600","-54.6800","895.9800","1013.9400","-16.2700","-101.7000"
"2020/03/08","22","306.0700","470.8800","-109.7200","-55.0900","819.1300","918.4800","-14.3900","-84.9700"
"2020/03/08","23","317.0400","415.7800","-49.2900","-49.4500","593.1200","665.8600","-14.0500","-58.6900"
"2020/03/08","24","335.8400","385.5800","-4.2400","-45.5000","375.2100","432.2100","-5.8600","-51.1400"
"2020/03/07","1","325.6100","462.5800","-86.8400","-50.1300","293.0900","431.3500","-91.9900","-46.2700"
"2020/03/07","2","323.0100","447.7500","-77.0400","-47.7100","292.5800","432.1900","-93.5100","-46.1100"
"2020/03/07","3","304.1200","422.8900","-74.5600","-44.2100","306.7500","422.2700","-72.3000","-43.2200"
"2020/03/07","4","304.9100","419.2800","-70.9400","-43.4300","305.7700","419.4000","-71.5600","-42.0700"
"2020/03/07","5","305.0000","423.7100","-75.0100","-43.7000","292.2600","421.1600","-87.0900","-41.8100"
"2020/03/07","6","309.1000","430.8500","-76.9000","-44.8600","279.2300","421.7500","-99.6100","-42.9100"
"2020/03/07","7","304.2100","444.7300","-94.3000","-46.2200","305.1600","440.5900","-89.7400","-45.6900"
"2020/03/07","8","314.1600","454.5000","-91.0600","-49.2900","292.4200","449.8100","-109.3700","-48.0200"
"2020/03/07","9","311.1600","451.6900","-89.2800","-51.2600","301.4000","446.6900","-94.4700","-50.8200"
"2020/03/07","10","296.1800","444.9500","-94.5300","-54.2400","306.9300","431.2800","-73.2600","-51.0900"
"2020/03/07","11","301.5400","438.8100","-81.4400","-55.8300","309.4200","434.8800","-73.6900","-51.7700"
"2020/03/07","12","283.8300","440.3600","-100.1100","-56.4200","296.2900","436.1300","-87.1500","-52.6900"
"2020/03/07","13","283.9700","449.8600","-108.3700","-57.5300","296.1300","438.2500","-89.7600","-52.3600"
"2020/03/07","14","284.1100","440.9900","-100.4600","-56.4100","284.4300","440.8700","-99.0200","-57.4300"
"2020/03/07","15","296.8200","599.1300","-226.2500","-76.0600","230.0300","448.1500","-164.6800","-53.4400"
"2020/03/07","16","284.0900","598.8300","-240.2100","-74.5300","174.3600","443.1800","-216.7500","-52.0700"
"2020/03/07","17","195.2400","438.6300","-190.9900","-52.4000","166.4100","507.1800","-283.3300","-57.4400"
"2020/03/07","18","270.2700","442.6900","-120.9500","-51.4700","217.5900","610.5400","-325.2600","-67.6900"
"2020/03/07","19","280.2600","703.3100","-341.3100","-81.7300","218.5000","715.0400","-416.7200","-79.8200"
"2020/03/07","20","305.1000","766.7400","-373.5500","-88.0900","225.3500","913.2500","-581.7000","-106.2000"
"2020/03/07","21","327.2900","749.8100","-340.0500","-82.4700","209.8700","919.1500","-605.7100","-103.5700"
"2020/03/07","22","321.0000","708.6200","-308.8600","-78.7600","226.4400","731.2300","-422.9700","-81.8100"
"2020/03/07","23","319.0900","676.6300","-282.1500","-75.3900","215.3100","639.3100","-351.2300","-72.7700"
"2020/03/07","24","293.0700","447.0600","-107.3100","-46.6800","216.4600","423.3500","-158.9600","-47.9300"
"2020/03/06","1","314.7700","413.7800","-44.6800","-54.3400","323.1900","441.1800","-60.6900","-57.3100"
"2020/03/06","2","305.8300","395.7000","-39.8000","-50.0600","311.9900","406.3700","-41.5900","-52.7900"
"2020/03/06","3","290.5200","375.5000","-38.9700","-46.0200","306.2300","397.0400","-40.0100","-50.8000"
"2020/03/06","4","281.9400","362.2800","-36.1700","-44.1700","300.0700","387.7000","-38.5500","-49.0800"
"2020/03/06","5","280.6700","362.5800","-36.6000","-45.3000","300.5900","390.3000","-39.1200","-50.5800"
"2020/03/06","6","290.2000","375.8100","-39.1200","-46.5000","299.1200","402.0600","-50.3100","-52.6200"
"2020/03/06","7","299.1100","408.3300","-55.0500","-54.1700","301.1900","444.5400","-86.0600","-57.2900"
"2020/03/06","8","316.9300","436.9000","-61.3900","-58.5800","323.1900","440.3100","-60.5100","-56.6100"
"2020/03/06","9","275.5100","596.8100","-253.5900","-67.7100","233.2300","618.5000","-323.9000","-61.3700"
"2020/03/06","10","281.9200","449.9000","-114.2600","-53.7200","249.6400","672.1200","-346.2100","-76.2800"
"2020/03/06","11","229.5300","454.3600","-168.6700","-56.1700","284.0800","716.4400","-347.0600","-85.3100"
"2020/03/06","12","168.0000","425.9700","-204.0900","-53.8900","278.6700","741.0600","-370.1000","-92.2900"
"2020/03/06","13","150.2400","449.7200","-242.4900","-56.9900","288.3800","762.9300","-364.1900","-110.3700"
"2020/03/06","14","230.1100","430.6900","-146.4600","-54.1200","286.2400","743.0000","-367.5600","-89.2000"
"2020/03/06","15","230.5300","465.3700","-178.3900","-56.4600","298.6600","781.3300","-384.6700","-98.0100"
"2020/03/06","16","229.4200","511.1400","-220.9900","-60.7300","291.7000","804.1300","-422.2700","-90.1600"
"2020/03/06","17","215.9800","458.6700","-189.5400","-53.1500","302.9200","769.8800","-386.7700","-80.1900"
"2020/03/06","18","216.8300","607.8800","-322.1200","-68.9400","290.2000","771.7100","-400.5200","-81.0000"
"2020/03/06","19","35.2400","655.6400","-550.8500","-69.5500","241.2100","926.6200","-583.5900","-101.8100"
"2020/03/06","20","39.0000","682.1800","-573.1900","-69.9900","240.3000","941.2900","-603.9300","-97.0700"
"2020/03/06","21","79.3800","686.5800","-528.0300","-79.1700","293.9900","760.0500","-367.1200","-98.9400"
"2020/03/06","22","95.6400","653.4200","-483.8700","-73.9100","284.2600","469.5900","-123.4200","-61.9100"
"2020/03/06","23","213.5400","500.8900","-228.9700","-58.3800","285.2500","449.3700","-106.2300","-57.8900"
"2020/03/06","24","280.6900","449.6300","-122.0100","-46.9200","280.1500","447.7800","-113.5200","-54.1100"
"2020/03/05","1","292.8300","436.8300","-86.3500","-57.6500","306.8800","691.8400","-296.4500","-88.5100"
"2020/03/05","2","287.0000","430.3300","-85.6100","-57.7300","191.5700","686.8200","-403.5900","-91.6600"
"2020/03/05","3","286.8500","426.8000","-82.4500","-57.4900","281.1500","506.6400","-161.2500","-64.2500"
"2020/03/05","4","286.5100","422.1600","-78.5600","-57.0900","285.3300","503.6700","-144.4600","-73.8800"
"2020/03/05","5","286.3100","417.7500","-74.9100","-56.5400","272.7000","461.1100","-129.8200","-58.5900"
"2020/03/05","6","291.3500","421.8600","-73.3600","-57.1400","285.6800","608.1100","-245.5800","-76.8600"
"2020/03/05","7","278.5100","444.4800","-107.0800","-58.8900","184.1200","682.2600","-414.5200","-83.6200"
"2020/03/05","8","278.8100","450.8600","-113.1600","-58.8900","298.6700","593.0000","-212.1000","-82.2200"
"2020/03/05","9","294.6400","424.3900","-70.5000","-59.2500","256.5900","501.9600","-178.1400","-67.2300"
"2020/03/05","10","288.1600","400.8300","-52.9400","-59.7400","245.6800","497.6000","-181.1900","-70.7300"
"2020/03/05","11","280.3200","404.9400","-65.0400","-59.5800","285.0200","605.7900","-232.1200","-88.6600"
"2020/03/05","12","290.0100","421.5200","-71.0300","-60.4800","313.0500","611.5800","-208.6200","-89.9100"
"2020/03/05","13","298.5500","412.1900","-56.8200","-56.8200","269.7000","643.8500","-267.8200","-106.3300"
"2020/03/05","14","298.8900","411.1300","-54.6600","-57.5800","284.4800","687.5300","-306.5100","-96.5400"
"2020/03/05","15","289.9100","412.5600","-65.8400","-56.8000","293.4800","659.9400","-271.1300","-95.3300"
"2020/03/05","16","300.1600","427.4000","-70.9700","-56.2700","317.4300","718.2900","-299.4800","-101.3800"
"2020/03/05","17","317.9700","442.6100","-64.4600","-60.1900","328.4900","767.3400","-330.9700","-107.8800"
"2020/03/05","18","331.5500","457.1700","-65.1000","-60.5200","324.8800","804.1600","-370.3600","-108.9100"
"2020/03/05","19","368.2300","487.5300","-57.9700","-61.3300","374.5200","929.1700","-436.6300","-118.0300"
"2020/03/05","20","362.0100","462.6600","-41.8700","-58.7700","405.8800","1126.7500","-544.1300","-176.7500"
"2020/03/05","21","363.1200","460.4900","-40.4600","-56.9000","357.8500","694.5900","-244.2600","-92.4800"
"2020/03/05","22","358.5700","460.9400","-43.8300","-58.5400","325.0700","801.1300","-375.0100","-101.0500"
"2020/03/05","23","356.8100","459.2800","-47.5500","-54.9200","322.7900","685.9500","-276.4800","-86.6800"
"2020/03/05","24","326.4500","428.9800","-51.5300","-51.0100","329.2900","503.7800","-110.7000","-63.7900"
"2020/03/04","1","339.0800","630.8300","-205.8000","-85.9500","333.9500","872.9400","-418.7200","-120.2700"
"2020/03/04","2","332.1200","489.7900","-91.2700","-66.3900","320.6100","683.2300","-268.7700","-93.8500"
"2020/03/04","3","334.4600","439.4600","-49.2400","-55.7600","323.0300","613.2700","-207.7000","-82.5500"
"2020/03/04","4","323.7300","426.6800","-48.4400","-54.5100","362.0100","485.5700","-60.6200","-62.9400"
"2020/03/04","5","321.3200","415.9900","-41.1900","-53.4900","341.8600","468.7800","-65.7000","-61.2200"
"2020/03/04","6","338.8200","444.8200","-47.0800","-58.9200","444.9800","611.5400","-84.4300","-82.1300"
"2020/03/04","7","467.4400","640.4200","-86.0200","-86.9600","517.8900","702.0800","-93.1500","-91.0400"
"2020/03/04","8","342.2300","667.4100","-233.1600","-92.0200","539.7500","742.6500","-101.0600","-101.8400"
"2020/03/04","9","295.8900","547.8200","-172.1000","-79.8300","378.8900","650.3700","-175.8200","-95.6600"
"2020/03/04","10","342.0000","981.8300","-481.2200","-158.6100","312.6500","312.8200","48.3500","-48.5200"
"2020/03/04","11","323.0800","992.6100","-508.8400","-160.6900","294.1500","263.0600","73.1500","-42.0500"
"2020/03/04","12","332.3500","990.6300","-499.7400","-158.5500","287.0200","256.4500","71.2900","-40.7100"
"2020/03/04","13","348.5800","1130.4000","-601.1200","-180.7100","282.5500","257.7800","65.9900","-41.2300"
"2020/03/04","14","349.2500","1019.3900","-504.5600","-165.5800","275.8900","319.5000","7.5000","-51.1200"
"2020/03/04","15","362.2900","942.8900","-426.0400","-154.5700","291.1000","291.8200","46.5100","-47.2300"
"2020/03/04","16","361.9600","934.7000","-420.9000","-151.8400","305.5800","374.4500","-9.1100","-59.7500"
"2020/03/04","17","408.3400","1345.7100","-723.0300","-214.3400","299.9500","538.4700","-157.5300","-80.9800"
"2020/03/04","18","350.6700","1129.2000","-609.6000","-168.9300","316.1500","925.5100","-476.3700","-132.9900"
"2020/03/04","19","393.3700","1190.2000","-629.6800","-167.1500","368.2200","1011.4900","-509.5000","-133.7700"
"2020/03/04","20","401.6100","1204.1200","-631.9300","-170.5800","920.7500","1015.8500","41.1000","-136.2100"
"2020/03/04","21","349.3500","398.1400","4.0000","-52.7900","910.1000","999.5100","48.0300","-137.4400"
"2020/03/04","22","323.1900","563.8000","-166.8100","-73.8100","811.4700","1053.8600","-111.8500","-130.5500"
"2020/03/04","23","318.9400","642.4000","-239.7600","-83.7000","811.9400","1079.2300","-131.3700","-135.9200"
"2020/03/04","24","309.4000","537.0800","-155.6300","-72.0600","335.1100","838.8800","-397.3100","-106.4600"
"2020/03/03","1","445.0000","586.0400","-63.8300","-77.2100","330.5900","752.4900","-319.9700","-101.9300"
"2020/03/03","2","380.8800","492.8900","-49.1200","-62.9000","333.1000","606.5100","-192.4600","-80.9600"
"2020/03/03","3","323.8400","414.9100","-40.9300","-50.1500","314.6000","428.6600","-57.0700","-56.9900"
"2020/03/03","4","317.2800","398.0800","-34.6600","-46.1400","316.0900","418.6800","-47.0700","-55.5200"
"2020/03/03","5","313.2900","399.1100","-40.0900","-45.7300","300.4000","419.1300","-62.5800","-56.1600"
"2020/03/03","6","323.4300","417.4500","-43.9800","-50.0500","364.0100","481.3800","-52.7100","-64.6700"
"2020/03/03","7","537.3500","627.4600","-13.3200","-76.7900","477.6600","635.6900","-76.4500","-81.5800"
"2020/03/03","8","477.9900","626.6300","-73.1000","-75.5400","517.5200","686.3700","-81.7400","-87.1100"
"2020/03/03","9","439.6000","577.6100","-64.9600","-73.0500","574.3800","732.4300","-61.3200","-96.7300"
"2020/03/03","10","415.7900","568.9100","-77.8600","-75.2600","518.9000","731.7800","-103.7200","-109.1600"
"2020/03/03","11","416.9000","462.0700","18.2600","-63.4300","509.0600","717.2700","-100.2000","-108.0100"
"2020/03/03","12","360.6800","333.2700","71.5700","-44.1600","502.4100","603.8600","-7.6500","-93.7900"
"2020/03/03","13","361.9000","348.6200","61.0900","-47.8000","468.9400","492.3400","63.4400","-86.8500"
"2020/03/03","14","367.3800","421.7700","3.3400","-57.7300","433.8000","515.7800","-4.8500","-77.1300"
"2020/03/03","15","345.8500","334.1200","58.8400","-47.1100","383.5500","638.2500","-157.1700","-97.5300"
"2020/03/03","16","332.1000","593.7800","-172.8500","-88.8300","574.3400","626.5500","47.2700","-99.4800"
"2020/03/03","17","336.7800","644.6900","-208.1200","-99.7900","390.5100","670.6500","-172.7700","-107.3800"
"2020/03/03","18","321.0900","673.3600","-253.3900","-98.8800","328.1900","1069.6300","-593.4400","-148.0000"
"2020/03/03","19","341.4900","921.6100","-453.4900","-126.6300","334.1800","702.0300","-263.5400","-104.3100"
"2020/03/03","20","360.9800","947.6300","-453.8300","-132.8200","623.4400","819.8800","-73.8300","-122.6100"
"2020/03/03","21","389.1100","926.0400","-407.6800","-129.2600","737.1200","1050.2100","-157.2100","-155.8800"
"2020/03/03","22","355.4900","760.5000","-299.2800","-105.7300","736.3800","1039.3400","-162.5400","-140.4200"
"2020/03/03","23","371.2300","660.3600","-198.0300","-91.1000","740.7300","1024.1500","-148.7500","-134.6700"
"2020/03/03","24","486.5700","650.8500","-76.2000","-88.0900","598.2700","947.3500","-212.0800","-137.0000"
"2020/03/02","1","271.3100","380.7500","-57.5900","-51.8500","269.9200","381.0500","-58.1300","-53.0000"
"2020/03/02","2","265.5200","365.8500","-50.3000","-50.0300","281.9900","368.4800","-34.9500","-51.5400"
"2020/03/02","3","259.0200","330.5900","-26.1300","-45.4500","276.5200","359.0300","-32.8000","-49.7200"
"2020/03/02","4","264.9100","348.3300","-35.3200","-48.1000","280.4100","358.8200","-31.6800","-46.7400"
"2020/03/02","5","258.7000","330.6500","-29.7900","-42.1600","276.7300","342.3700","-20.4900","-45.1500"
"2020/03/02","6","276.5500","371.7500","-44.2700","-50.9300","283.9600","374.1400","-38.1700","-52.0000"
"2020/03/02","7","273.6400","416.6100","-86.8600","-56.1100","294.4600","397.2900","-45.4100","-57.4200"
"2020/03/02","8","301.7900","442.5600","-81.5400","-59.2300","302.3800","425.3700","-65.1100","-57.8800"
"2020/03/02","9","307.4400","428.9200","-57.5000","-63.9900","314.0000","428.2500","-50.8600","-63.4000"
"2020/03/02","10","332.6100","424.1600","-28.6000","-62.9500","320.1800","437.2300","-54.5700","-62.4700"
"2020/03/02","11","345.8300","446.0700","-33.8600","-66.3900","459.3000","664.0100","-102.9100","-101.8100"
"2020/03/02","12","328.5600","493.5300","-94.0300","-70.9500","480.6100","616.7100","-45.8800","-90.2200"
"2020/03/02","13","379.7100","613.9400","-144.1700","-90.0500","422.7800","393.4100","82.3800","-53.0100"
"2020/03/02","14","414.9300","599.2000","-100.1900","-84.0800","524.8400","702.8900","-86.6900","-91.3600"
"2020/03/02","15","449.5800","630.9800","-96.3000","-85.1000","490.9600","677.1300","-84.3300","-101.8500"
"2020/03/02","16","460.6700","631.5800","-85.4000","-85.5200","536.5600","705.2500","-87.8500","-80.8500"
"2020/03/02","17","491.7100","680.6900","-92.7200","-96.2600","618.2500","709.1000","-8.5400","-82.3100"
"2020/03/02","18","337.8300","653.1800","-217.5300","-97.8100","523.0800","705.5800","-87.4100","-95.0900"
"2020/03/02","19","333.5500","491.1700","-85.8700","-71.7600","436.8900","892.3500","-326.7900","-128.6700"
"2020/03/02","20","399.5200","1403.7000","-813.9600","-190.2200","311.2200","662.9200","-256.1900","-95.5100"
"2020/03/02","21","397.3400","1397.7600","-817.9400","-182.4800","369.7500","707.9900","-237.5900","-100.6600"
"2020/03/02","22","346.8500","995.1500","-517.9200","-130.3800","350.3900","952.4000","-473.9600","-128.0500"
"2020/03/02","23","341.0900","724.3700","-288.3700","-94.9100","348.5100","953.2600","-479.3700","-125.3800"
"2020/03/02","24","336.8800","689.7900","-262.4100","-90.5000","370.8500","819.5300","-339.5300","-109.1500"
"2020/03/01","1","88.0700","387.5300","-250.6500","-48.8100","209.4800","375.5800","-119.6200","-46.4800"
"2020/03/01","2","208.9100","358.8000","-106.0600","-43.8300","209.5500","358.5200","-104.9900","-43.9800"
"2020/03/01","3","164.9400","337.9500","-131.5700","-41.4500","134.8000","353.6800","-176.6300","-42.2500"
"2020/03/01","4","87.0900","319.9600","-193.9500","-38.9200","109.6000","329.7300","-180.9900","-39.1300"
"2020/03/01","5","84.5800","333.7400","-209.4900","-39.6800","131.9500","324.6700","-154.2100","-38.5100"
"2020/03/01","6","96.8900","335.0200","-198.3900","-39.7500","120.5100","347.4300","-185.1400","-41.7800"
"2020/03/01","7","170.2500","336.3800","-125.1600","-40.9600","151.4800","325.3800","-135.3100","-38.5900"
"2020/03/01","8","166.0800","318.3300","-112.8200","-39.4300","116.0700","306.7400","-153.6800","-36.9800"
"2020/03/01","9","111.5400","192.1900","-55.7900","-24.8600","60.6700","306.9200","-206.2000","-40.0500"
"2020/03/01","10","111.4600","129.9300","0.0000","-18.4700","24.4700","303.7100","-237.1500","-42.0900"
"2020/03/01","11","188.7400","326.3500","-91.2000","-46.4200","20.4000","295.9100","-232.2300","-43.2900"
"2020/03/01","12","218.5600","325.0600","-59.2800","-47.2200","114.5000","341.6800","-178.7000","-48.4700"
"2020/03/01","13","218.9300","342.0700","-73.8400","-49.3000","248.2000","344.7700","-47.7100","-48.8600"
"2020/03/01","14","219.1600","359.4200","-88.9600","-51.3000","274.9400","355.2600","-32.2700","-48.0600"
"2020/03/01","15","141.1500","366.6700","-173.7300","-51.7900","269.3700","356.9600","-37.5800","-50.0100"
"2020/03/01","16","47.0500","365.4900","-266.2300","-52.2000","264.4100","365.9600","-50.8900","-50.6600"
"2020/03/01","17","30.0600","367.4200","-285.6800","-51.6800","248.5900","359.8400","-61.4800","-49.7700"
"2020/03/01","18","135.6900","409.1900","-210.0100","-63.4900","268.8300","368.1300","-43.8600","-55.4400"
"2020/03/01","19","251.2700","421.6500","-111.7400","-58.6400","283.4800","380.9500","-42.2400","-55.2400"
"2020/03/01","20","261.0300","638.0700","-288.7400","-88.3000","290.1500","361.7800","-21.7400","-49.9000"
"2020/03/01","21","191.3800","645.5700","-364.2400","-89.9600","301.7800","533.5100","-158.5700","-73.1600"
"2020/03/01","22","266.4100","647.1700","-289.9300","-90.8400","303.1600","537.0800","-159.1200","-74.8000"
"2020/03/01","23","120.7100","475.8200","-289.4600","-65.6500","285.7500","335.3100","-4.0500","-45.5100"
"2020/03/01","24","157.3900","468.7300","-246.6200","-64.7300","288.4600","418.0000","-72.0900","-57.4500"
"2020/02/29","1","287.7200","381.7600","-48.4000","-45.6400","276.0500","388.1200","-66.0900","-45.9800"
"2020/02/29","2","283.6400","365.1200","-40.1200","-41.3600","252.2200","374.9900","-75.9600","-46.8200"
"2020/02/29","3","281.6500","338.3300","-18.7300","-37.9500","233.5200","372.5400","-94.2700","-44.7500"
"2020/02/29","4","282.6200","336.1700","-16.4900","-37.0700","233.4400","361.6600","-85.3600","-42.8600"
"2020/02/29","5","269.7100","335.1100","-27.8800","-37.5200","122.3900","369.3300","-203.9000","-43.0400"
"2020/02/29","6","251.2300","337.9300","-48.7600","-37.9400","139.2800","372.7800","-190.2400","-43.2600"
"2020/02/29","7","281.2800","370.1100","-46.1100","-42.7300","251.6200","373.7300","-78.1600","-43.9600"
"2020/02/29","8","282.1000","380.2300","-53.5300","-44.6000","252.3800","388.1700","-89.7600","-46.0300"
"2020/02/29","9","288.7800","375.2000","-40.0600","-46.3600","273.0300","386.4800","-63.5500","-49.9000"
"2020/02/29","10","259.6800","392.1300","-79.6300","-52.8100","272.1300","392.7900","-66.6600","-53.9900"
"2020/02/29","11","180.7100","383.4200","-150.1300","-52.5800","254.0700","399.1500","-89.8000","-55.2800"
"2020/02/29","12","116.2800","385.2500","-215.8500","-53.1300","226.3800","401.7900","-119.8100","-55.6000"
"2020/02/29","13","156.0000","383.5700","-174.9700","-52.6000","217.0400","392.2200","-120.8100","-54.3700"
"2020/02/29","14","222.9200","378.9900","-103.1400","-52.9300","236.8600","384.3400","-93.8100","-53.6700"
"2020/02/29","15","180.6300","375.8600","-143.8500","-51.3700","201.0900","385.9600","-130.8600","-54.0100"
"2020/02/29","16","98.1700","373.3400","-223.4500","-51.7200","165.9200","382.8500","-163.2400","-53.6900"
"2020/02/29","17","21.4400","358.7700","-288.8100","-48.5200","210.8200","386.9200","-121.9800","-54.1100"
"2020/02/29","18","56.9600","373.6300","-267.7900","-48.8800","86.8100","390.2600","-251.1200","-52.3300"
"2020/02/29","19","104.5000","395.0700","-240.3700","-50.2000","209.6800","472.2100","-201.6700","-60.8600"
"2020/02/29","20","203.5700","434.8600","-178.1900","-53.1000","251.1000","647.7500","-302.3600","-94.2900"
"2020/02/29","21","137.3000","413.7300","-223.0600","-53.3800","262.7000","580.8200","-239.9400","-78.1800"
"2020/02/29","22","251.6100","431.8400","-127.9400","-52.2900","50.9600","512.2500","-394.5900","-66.7000"
"2020/02/29","23","233.5600","400.6300","-115.9300","-51.1400","76.7500","444.4300","-311.9200","-55.7600"
"2020/02/29","24","115.4500","381.7800","-222.1100","-44.2200","221.3100","405.2100","-134.2800","-49.6200"
"2020/02/28","1","306.4000","412.9800","-56.3600","-50.2300","322.4400","391.0100","-20.4300","-48.1400"
"2020/02/28","2","301.2800","408.3600","-57.5600","-49.5300","320.8300","384.2800","-19.4200","-44.0300"
"2020/02/28","3","306.2400","388.4300","-34.8700","-47.3300","311.9800","361.6800","-13.4600","-36.2400"
"2020/02/28","4","307.1200","386.8100","-34.1800","-45.5100","324.4300","372.4300","-8.8000","-39.2000"
"2020/02/28","5","324.0100","372.7800","-3.1800","-45.6000","317.7500","358.2800","-2.6000","-37.9300"
"2020/02/28","6","320.8200","401.2300","-32.1200","-48.2900","334.0100","395.1300","-19.9300","-41.2000"
"2020/02/28","7","355.0800","440.2400","-34.2900","-50.8700","364.0200","440.2100","-34.3800","-41.8100"
"2020/02/28","8","365.9900","452.0500","-35.7700","-50.2900","384.0300","460.7100","-34.0100","-42.6700"
"2020/02/28","9","314.0700","450.7300","-81.0900","-55.5700","356.7500","456.9700","-49.1600","-51.0600"
"2020/02/28","10","305.7200","436.8100","-73.8300","-57.2600","326.7900","429.5500","-49.1800","-53.5800"
"2020/02/28","11","306.1400","445.2500","-79.6000","-59.5100","318.8300","431.5800","-54.9800","-57.7800"
"2020/02/28","12","301.1800","436.1200","-77.3400","-57.6000","314.7600","429.6100","-57.9500","-56.9100"
"2020/02/28","13","294.4800","435.7300","-83.5600","-57.7000","311.0900","429.9200","-61.8900","-56.9400"
"2020/02/28","14","287.8700","444.9400","-97.6800","-59.3900","319.4500","435.3200","-58.7200","-57.1400"
"2020/02/28","15","280.9400","435.1600","-96.9700","-57.2500","301.6600","436.3200","-77.5900","-57.0700"
"2020/02/28","16","273.5000","434.1500","-103.9400","-56.7100","371.1800","480.8800","-45.7900","-63.9200"
"2020/02/28","17","287.4600","460.6100","-112.7800","-60.3700","307.2700","503.6500","-128.2600","-68.1200"
"2020/02/28","18","284.7300","460.0700","-118.0000","-57.3400","320.5100","575.5500","-179.3100","-75.7300"
"2020/02/28","19","296.3000","475.1600","-123.1300","-55.7300","314.7600","638.1300","-242.6800","-80.6800"
"2020/02/28","20","291.4500","476.6900","-129.4000","-55.8400","308.2200","759.8200","-353.6400","-97.9600"
"2020/02/28","21","296.2500","473.0400","-121.0700","-55.7200","306.6300","699.6200","-304.0400","-88.9600"
"2020/02/28","22","283.9600","472.2300","-131.4900","-56.7900","291.1100","518.0300","-162.8400","-64.0800"
"2020/02/28","23","283.3800","432.0000","-96.1100","-52.5100","304.2200","430.3000","-74.1400","-51.9400"
"2020/02/28","24","284.1900","422.3800","-91.4700","-46.7200","298.6500","417.7900","-68.8900","-50.2500"
"2020/02/27","1","315.2300","433.5000","-65.6700","-52.6000","322.4200","411.0200","-37.5700","-51.0400"
"2020/02/27","2","307.8300","405.6600","-49.2200","-48.6100","314.5200","399.1300","-36.8300","-47.7800"
"2020/02/27","3","307.0500","390.5800","-36.2100","-47.3200","312.7400","394.2400","-35.7200","-45.7900"
"2020/02/27","4","310.9500","370.3700","-14.0800","-45.3400","313.0000","391.5100","-35.2500","-43.2600"
"2020/02/27","5","312.1700","388.5100","-28.8900","-47.4500","315.2500","388.9200","-29.6400","-44.0300"
"2020/02/27","6","319.5400","395.1200","-27.0400","-48.5500","315.3200","398.6900","-37.6400","-45.7300"
"2020/02/27","7","355.3700","437.9000","-31.8700","-50.6700","351.6300","440.1900","-41.3100","-47.2400"
"2020/02/27","8","388.9200","484.5700","-40.8400","-54.8200","409.2600","509.4400","-47.1800","-53.0000"
"2020/02/27","9","348.1300","452.8100","-48.8600","-55.8200","408.3200","527.0900","-60.9900","-57.7800"
"2020/02/27","10","337.8500","451.0700","-53.6900","-59.5300","383.2100","490.4500","-46.3900","-60.8400"
